ID	Depth	Coverage	Platform	Farm	Breed
SHD_1984	NA	NA	CHIP	SHD	Duroc
SHD_751	NA	NA	CHIP	SHD	Duroc
SHD_815	NA	NA	CHIP	SHD	Duroc
SHD_47228	NA	NA	CHIP	SHD	Duroc
SHD_8649	NA	NA	CHIP	SHD	Duroc
SHD_972	NA	NA	CHIP	SHD	Duroc
SHD_10156	NA	NA	CHIP	SHD	Duroc
SHD_10645	NA	NA	CHIP	SHD	Duroc
SHD_3182	NA	NA	CHIP	SHD	Duroc
SHD_3429	NA	NA	CHIP	SHD	Duroc
SHD_1389	NA	NA	CHIP	SHD	Duroc
SHD_2222	NA	NA	CHIP	SHD	Duroc
SHD_27850	NA	NA	CHIP	SHD	Duroc
SHD_4011	NA	NA	CHIP	SHD	Duroc
SHD_15409	NA	NA	CHIP	SHD	Duroc
SHD_743	NA	NA	CHIP	SHD	Duroc
SHD_2104	NA	NA	CHIP	SHD	Duroc
SHD_1337	NA	NA	CHIP	SHD	Duroc
SHD_8036	NA	NA	CHIP	SHD	Duroc
SHD_489	NA	NA	CHIP	SHD	Duroc
SHD_978	NA	NA	CHIP	SHD	Duroc
SHD_1119	NA	NA	CHIP	SHD	Duroc
SHD_907	NA	NA	CHIP	SHD	Duroc
SHD_1914	NA	NA	CHIP	SHD	Duroc
SHD_1510	NA	NA	CHIP	SHD	Duroc
SHD_10833	NA	NA	CHIP	SHD	Duroc
SHD_3408	NA	NA	CHIP	SHD	Duroc
SHD_1352	NA	NA	CHIP	SHD	Duroc
SHD_664	NA	NA	CHIP	SHD	Duroc
SHD_5252	NA	NA	CHIP	SHD	Duroc
SHD_762	NA	NA	CHIP	SHD	Duroc
SHD_3186	NA	NA	CHIP	SHD	Duroc
SHD_10968	NA	NA	CHIP	SHD	Duroc
SHD_22733	NA	NA	CHIP	SHD	Duroc
SHD_3316	NA	NA	CHIP	SHD	Duroc
SHD_927	NA	NA	CHIP	SHD	Duroc
SHD_13471	NA	NA	CHIP	SHD	Duroc
SHD_1572	NA	NA	CHIP	SHD	Duroc
SHD_8025	NA	NA	CHIP	SHD	Duroc
SHD_1127	NA	NA	CHIP	SHD	Duroc
SHD_2119	NA	NA	CHIP	SHD	Duroc
SHD_1093	NA	NA	CHIP	SHD	Duroc
SHD_40053	NA	NA	CHIP	SHD	Duroc
SHD_2548	NA	NA	CHIP	SHD	Duroc
SHD_3255	NA	NA	CHIP	SHD	Duroc
SHD_41998	NA	NA	CHIP	SHD	Duroc
SHD_48171	NA	NA	CHIP	SHD	Duroc
SHD_869	NA	NA	CHIP	SHD	Duroc
SHD_1258	NA	NA	CHIP	SHD	Duroc
SHD_3328	NA	NA	CHIP	SHD	Duroc
SHD_12153	NA	NA	CHIP	SHD	Duroc
SHD_8652	NA	NA	CHIP	SHD	Duroc
SHD_46450	NA	NA	CHIP	SHD	Duroc
SHD_2347	NA	NA	CHIP	SHD	Duroc
SHD_40445	NA	NA	CHIP	SHD	Duroc
SHD_3731	NA	NA	CHIP	SHD	Duroc
SHD_41862	NA	NA	CHIP	SHD	Duroc
SHD_4104	NA	NA	CHIP	SHD	Duroc
SHD_48172	NA	NA	CHIP	SHD	Duroc
SHD_7357	NA	NA	CHIP	SHD	Duroc
SHD_10522	NA	NA	CHIP	SHD	Duroc
SHD_1736	NA	NA	CHIP	SHD	Duroc
SHD_15789	NA	NA	CHIP	SHD	Duroc
SHD_1499	NA	NA	CHIP	SHD	Duroc
SHD_29594	NA	NA	CHIP	SHD	Duroc
SHD_45353	NA	NA	CHIP	SHD	Duroc
SHD_3585	NA	NA	CHIP	SHD	Duroc
SHD_1539	NA	NA	CHIP	SHD	Duroc
SHD_1409	NA	NA	CHIP	SHD	Duroc
SHD_8465	NA	NA	CHIP	SHD	Duroc
SHD_2912	NA	NA	CHIP	SHD	Duroc
SHD_2910	NA	NA	CHIP	SHD	Duroc
SHD_10751	NA	NA	CHIP	SHD	Duroc
SHD_1420	NA	NA	CHIP	SHD	Duroc
SHD_4320	NA	NA	CHIP	SHD	Duroc
SHD_37336	NA	NA	CHIP	SHD	Duroc
SHD_1271	NA	NA	CHIP	SHD	Duroc
SHD_6026	NA	NA	CHIP	SHD	Duroc
SHD_8442	NA	NA	CHIP	SHD	Duroc
SHD_33064	NA	NA	CHIP	SHD	Duroc
SHD_695	NA	NA	CHIP	SHD	Duroc
SHD_5813	NA	NA	CHIP	SHD	Duroc
SHD_5530	NA	NA	CHIP	SHD	Duroc
SHD_3844	NA	NA	CHIP	SHD	Duroc
SHD_39379	NA	NA	CHIP	SHD	Duroc
SHD_3697	NA	NA	CHIP	SHD	Duroc
SHD_39607	NA	NA	CHIP	SHD	Duroc
SHD_48173	NA	NA	CHIP	SHD	Duroc
SHD_8452	NA	NA	CHIP	SHD	Duroc
SHD_16485	NA	NA	CHIP	SHD	Duroc
SHD_1399	NA	NA	CHIP	SHD	Duroc
SHD_5030	NA	NA	CHIP	SHD	Duroc
SHD_4839	NA	NA	CHIP	SHD	Duroc
SHD_669	NA	NA	CHIP	SHD	Duroc
SHD_844	NA	NA	CHIP	SHD	Duroc
SHD_2423	NA	NA	CHIP	SHD	Duroc
SHD_1611	NA	NA	CHIP	SHD	Duroc
SHD_2270	NA	NA	CHIP	SHD	Duroc
SHD_1471	NA	NA	CHIP	SHD	Duroc
SHD_10768	NA	NA	CHIP	SHD	Duroc
SHD_3729	NA	NA	CHIP	SHD	Duroc
SHD_473	NA	NA	CHIP	SHD	Duroc
SHD_1753	NA	NA	CHIP	SHD	Duroc
SHD_1436	NA	NA	CHIP	SHD	Duroc
SHD_665	NA	NA	CHIP	SHD	Duroc
SHD_5885	NA	NA	CHIP	SHD	Duroc
SHD_653	NA	NA	CHIP	SHD	Duroc
SHD_777	NA	NA	CHIP	SHD	Duroc
SHD_45297	NA	NA	CHIP	SHD	Duroc
SHD_13673	NA	NA	CHIP	SHD	Duroc
SHD_46826	NA	NA	CHIP	SHD	Duroc
SHD_9760	NA	NA	CHIP	SHD	Duroc
SHD_18149	NA	NA	CHIP	SHD	Duroc
SHD_18420	NA	NA	CHIP	SHD	Duroc
SHD_33612	NA	NA	CHIP	SHD	Duroc
SHD_3886	NA	NA	CHIP	SHD	Duroc
SHD_43291	NA	NA	CHIP	SHD	Duroc
SHD_39538	NA	NA	CHIP	SHD	Duroc
SHD_4566	NA	NA	CHIP	SHD	Duroc
SHD_3238	NA	NA	CHIP	SHD	Duroc
SHD_41764	NA	NA	CHIP	SHD	Duroc
SHD_26980	NA	NA	CHIP	SHD	Duroc
SHD_21147	NA	NA	CHIP	SHD	Duroc
SHD_2455	NA	NA	CHIP	SHD	Duroc
SHD_17415	NA	NA	CHIP	SHD	Duroc
SHD_48174	NA	NA	CHIP	SHD	Duroc
SHD_3565	NA	NA	CHIP	SHD	Duroc
SHD_16931	NA	NA	CHIP	SHD	Duroc
SHD_19928	NA	NA	CHIP	SHD	Duroc
SHD_44952	NA	NA	CHIP	SHD	Duroc
SHD_21676	NA	NA	CHIP	SHD	Duroc
SHD_8032	NA	NA	CHIP	SHD	Duroc
SHD_38751	NA	NA	CHIP	SHD	Duroc
SHD_20514	NA	NA	CHIP	SHD	Duroc
SHD_3689	NA	NA	CHIP	SHD	Duroc
SHD_41563	NA	NA	CHIP	SHD	Duroc
SHD_22308	NA	NA	CHIP	SHD	Duroc
SHD_43642	NA	NA	CHIP	SHD	Duroc
SHD_11621	NA	NA	CHIP	SHD	Duroc
SHD_9971	NA	NA	CHIP	SHD	Duroc
SHD_8427	NA	NA	CHIP	SHD	Duroc
SHD_13600	NA	NA	CHIP	SHD	Duroc
SHD_48175	NA	NA	CHIP	SHD	Duroc
SHD_25187	NA	NA	CHIP	SHD	Duroc
SHD_47273	NA	NA	CHIP	SHD	Duroc
SHD_3032	NA	NA	CHIP	SHD	Duroc
SHD_4858	NA	NA	CHIP	SHD	Duroc
SHD_27244	NA	NA	CHIP	SHD	Duroc
SHD_17022	NA	NA	CHIP	SHD	Duroc
SHD_11602	NA	NA	CHIP	SHD	Duroc
SHD_37299	NA	NA	CHIP	SHD	Duroc
SHD_29290	NA	NA	CHIP	SHD	Duroc
SHD_14028	NA	NA	CHIP	SHD	Duroc
SHD_35029	NA	NA	CHIP	SHD	Duroc
SHD_24625	NA	NA	CHIP	SHD	Duroc
SHD_40536	NA	NA	CHIP	SHD	Duroc
SHD_25584	NA	NA	CHIP	SHD	Duroc
SHD_25112	NA	NA	CHIP	SHD	Duroc
SHD_1139	NA	NA	CHIP	SHD	Duroc
SHD_4832	NA	NA	CHIP	SHD	Duroc
SHD_46527	NA	NA	CHIP	SHD	Duroc
SHD_11365	NA	NA	CHIP	SHD	Duroc
SHD_25669	NA	NA	CHIP	SHD	Duroc
SHD_5383	NA	NA	CHIP	SHD	Duroc
SHD_45047	NA	NA	CHIP	SHD	Duroc
SHD_48176	NA	NA	CHIP	SHD	Duroc
SHD_18843	NA	NA	CHIP	SHD	Duroc
SHD_21265	NA	NA	CHIP	SHD	Duroc
SHD_7642	NA	NA	CHIP	SHD	Duroc
SHD_25997	NA	NA	CHIP	SHD	Duroc
SHD_10097	NA	NA	CHIP	SHD	Duroc
SHD_12377	NA	NA	CHIP	SHD	Duroc
SHD_44379	NA	NA	CHIP	SHD	Duroc
SHD_41320	NA	NA	CHIP	SHD	Duroc
SHD_871	NA	NA	CHIP	SHD	Duroc
SHD_904	NA	NA	CHIP	SHD	Duroc
SHD_43174	NA	NA	CHIP	SHD	Duroc
SHD_30178	NA	NA	CHIP	SHD	Duroc
SHD_7382	NA	NA	CHIP	SHD	Duroc
SHD_8421	NA	NA	CHIP	SHD	Duroc
SHD_9451	NA	NA	CHIP	SHD	Duroc
SHD_48177	NA	NA	CHIP	SHD	Duroc
SHD_16267	NA	NA	CHIP	SHD	Duroc
SHD_15970	NA	NA	CHIP	SHD	Duroc
SHD_45239	NA	NA	CHIP	SHD	Duroc
SHD_34502	NA	NA	CHIP	SHD	Duroc
SHD_2342	NA	NA	CHIP	SHD	Duroc
SHD_3215	NA	NA	CHIP	SHD	Duroc
SHD_40710	NA	NA	CHIP	SHD	Duroc
SHD_38750	NA	NA	CHIP	SHD	Duroc
SHD_8951	NA	NA	CHIP	SHD	Duroc
SHD_9637	NA	NA	CHIP	SHD	Duroc
SHD_3823	NA	NA	CHIP	SHD	Duroc
SHD_1429	NA	NA	CHIP	SHD	Duroc
SHD_16582	NA	NA	CHIP	SHD	Duroc
SHD_5270	NA	NA	CHIP	SHD	Duroc
SHD_7342	NA	NA	CHIP	SHD	Duroc
SHD_5179	NA	NA	CHIP	SHD	Duroc
SHD_23818	NA	NA	CHIP	SHD	Duroc
SHD_4133	NA	NA	CHIP	SHD	Duroc
SHD_24757	NA	NA	CHIP	SHD	Duroc
SHD_26991	NA	NA	CHIP	SHD	Duroc
SHD_23218	NA	NA	CHIP	SHD	Duroc
SHD_34952	NA	NA	CHIP	SHD	Duroc
SHD_12128	NA	NA	CHIP	SHD	Duroc
SHD_14358	NA	NA	CHIP	SHD	Duroc
SHD_5116	NA	NA	CHIP	SHD	Duroc
SHD_20799	NA	NA	CHIP	SHD	Duroc
SHD_48178	NA	NA	CHIP	SHD	Duroc
SHD_25519	NA	NA	CHIP	SHD	Duroc
SHD_5971	NA	NA	CHIP	SHD	Duroc
SHD_506	NA	NA	CHIP	SHD	Duroc
SHD_4116	NA	NA	CHIP	SHD	Duroc
SHD_19432	NA	NA	CHIP	SHD	Duroc
SHD_12498	NA	NA	CHIP	SHD	Duroc
SHD_20399	NA	NA	CHIP	SHD	Duroc
SHD_48013	NA	NA	CHIP	SHD	Duroc
SHD_46161	NA	NA	CHIP	SHD	Duroc
SHD_21797	NA	NA	CHIP	SHD	Duroc
SHD_38551	NA	NA	CHIP	SHD	Duroc
SHD_2328	NA	NA	CHIP	SHD	Duroc
SHD_3724	NA	NA	CHIP	SHD	Duroc
SHD_3728	NA	NA	CHIP	SHD	Duroc
SHD_42924	NA	NA	CHIP	SHD	Duroc
SHD_28066	NA	NA	CHIP	SHD	Duroc
SHD_27500	NA	NA	CHIP	SHD	Duroc
SHD_20767	NA	NA	CHIP	SHD	Duroc
SHD_20448	NA	NA	CHIP	SHD	Duroc
SHD_25388	NA	NA	CHIP	SHD	Duroc
SHD_16911	NA	NA	CHIP	SHD	Duroc
SHD_45156	NA	NA	CHIP	SHD	Duroc
SHD_7800	NA	NA	CHIP	SHD	Duroc
SHD_39545	NA	NA	CHIP	SHD	Duroc
SHD_9013	NA	NA	CHIP	SHD	Duroc
SHD_47584	NA	NA	CHIP	SHD	Duroc
SHD_2304	NA	NA	CHIP	SHD	Duroc
SHD_35277	NA	NA	CHIP	SHD	Duroc
SHD_1555	NA	NA	CHIP	SHD	Duroc
SHD_37216	NA	NA	CHIP	SHD	Duroc
SHD_30445	NA	NA	CHIP	SHD	Duroc
SHD_36563	NA	NA	CHIP	SHD	Duroc
SHD_5370	NA	NA	CHIP	SHD	Duroc
SHD_44250	NA	NA	CHIP	SHD	Duroc
SHD_22521	NA	NA	CHIP	SHD	Duroc
SHD_32660	NA	NA	CHIP	SHD	Duroc
SHD_37246	NA	NA	CHIP	SHD	Duroc
SHD_41448	NA	NA	CHIP	SHD	Duroc
SHD_6009	NA	NA	CHIP	SHD	Duroc
SHD_1045	NA	NA	CHIP	SHD	Duroc
SHD_36519	NA	NA	CHIP	SHD	Duroc
SHD_1370	NA	NA	CHIP	SHD	Duroc
SHD_28042	NA	NA	CHIP	SHD	Duroc
SHD_31806	NA	NA	CHIP	SHD	Duroc
SHD_41261	NA	NA	CHIP	SHD	Duroc
SHD_23856	NA	NA	CHIP	SHD	Duroc
SHD_29386	NA	NA	CHIP	SHD	Duroc
SHD_19707	NA	NA	CHIP	SHD	Duroc
SHD_24557	NA	NA	CHIP	SHD	Duroc
SHD_22129	NA	NA	CHIP	SHD	Duroc
SHD_6893	NA	NA	CHIP	SHD	Duroc
SHD_5862	NA	NA	CHIP	SHD	Duroc
SHD_20393	NA	NA	CHIP	SHD	Duroc
SHD_33852	NA	NA	CHIP	SHD	Duroc
SHD_8123	NA	NA	CHIP	SHD	Duroc
SHD_6658	NA	NA	CHIP	SHD	Duroc
SHD_32742	NA	NA	CHIP	SHD	Duroc
SHD_1187	NA	NA	CHIP	SHD	Duroc
SHD_22159	NA	NA	CHIP	SHD	Duroc
SHD_17372	NA	NA	CHIP	SHD	Duroc
SHD_35051	NA	NA	CHIP	SHD	Duroc
SHD_14458	NA	NA	CHIP	SHD	Duroc
SHD_37363	NA	NA	CHIP	SHD	Duroc
SHD_32789	NA	NA	CHIP	SHD	Duroc
SHD_13417	NA	NA	CHIP	SHD	Duroc
SHD_40241	NA	NA	CHIP	SHD	Duroc
SHD_9159	NA	NA	CHIP	SHD	Duroc
SHD_10988	NA	NA	CHIP	SHD	Duroc
SHD_23969	NA	NA	CHIP	SHD	Duroc
SHD_25785	NA	NA	CHIP	SHD	Duroc
SHD_31054	NA	NA	CHIP	SHD	Duroc
SHD_40936	NA	NA	CHIP	SHD	Duroc
SHD_22997	NA	NA	CHIP	SHD	Duroc
SHD_14374	NA	NA	CHIP	SHD	Duroc
SHD_34355	NA	NA	CHIP	SHD	Duroc
SHD_30685	NA	NA	CHIP	SHD	Duroc
SHD_11817	NA	NA	CHIP	SHD	Duroc
SHD_40417	NA	NA	CHIP	SHD	Duroc
SHD_1047	NA	NA	CHIP	SHD	Duroc
SHD_2310	NA	NA	CHIP	SHD	Duroc
SHD_47517	NA	NA	CHIP	SHD	Duroc
SHD_6021	NA	NA	CHIP	SHD	Duroc
SHD_21557	NA	NA	CHIP	SHD	Duroc
SHD_24393	NA	NA	CHIP	SHD	Duroc
SHD_675	NA	NA	CHIP	SHD	Duroc
SHD_3260	NA	NA	CHIP	SHD	Duroc
SHD_4200	NA	NA	CHIP	SHD	Duroc
SHD_5424	NA	NA	CHIP	SHD	Duroc
SHD_8989	NA	NA	CHIP	SHD	Duroc
SHD_10501	NA	NA	CHIP	SHD	Duroc
SHD_11136	NA	NA	CHIP	SHD	Duroc
SHD_26731	NA	NA	CHIP	SHD	Duroc
SHD_16426	NA	NA	CHIP	SHD	Duroc
SHD_2763	NA	NA	CHIP	SHD	Duroc
SHD_11149	NA	NA	CHIP	SHD	Duroc
SHD_5236	NA	NA	CHIP	SHD	Duroc
SHD_1137	NA	NA	CHIP	SHD	Duroc
SHD_45056	NA	NA	CHIP	SHD	Duroc
SHD_5152	NA	NA	CHIP	SHD	Duroc
SHD_34914	NA	NA	CHIP	SHD	Duroc
SHD_35491	NA	NA	CHIP	SHD	Duroc
SHD_14922	NA	NA	CHIP	SHD	Duroc
SHD_17257	NA	NA	CHIP	SHD	Duroc
SHD_2589	NA	NA	CHIP	SHD	Duroc
SHD_23032	NA	NA	CHIP	SHD	Duroc
SHD_2530	NA	NA	CHIP	SHD	Duroc
SHD_38256	NA	NA	CHIP	SHD	Duroc
SHD_13424	NA	NA	CHIP	SHD	Duroc
SHD_17106	NA	NA	CHIP	SHD	Duroc
SHD_18690	NA	NA	CHIP	SHD	Duroc
SHD_31529	NA	NA	CHIP	SHD	Duroc
SHD_8663	NA	NA	CHIP	SHD	Duroc
SHD_5330	NA	NA	CHIP	SHD	Duroc
SHD_2526	NA	NA	CHIP	SHD	Duroc
SHD_15437	NA	NA	CHIP	SHD	Duroc
SHD_32826	NA	NA	CHIP	SHD	Duroc
SHD_44256	NA	NA	CHIP	SHD	Duroc
SHD_47170	NA	NA	CHIP	SHD	Duroc
SHD_10953	NA	NA	CHIP	SHD	Duroc
SHD_26106	NA	NA	CHIP	SHD	Duroc
SHD_26062	NA	NA	CHIP	SHD	Duroc
SHD_17342	NA	NA	CHIP	SHD	Duroc
SHD_13650	NA	NA	CHIP	SHD	Duroc
SHD_20473	NA	NA	CHIP	SHD	Duroc
SHD_23001	NA	NA	CHIP	SHD	Duroc
SHD_38296	NA	NA	CHIP	SHD	Duroc
SHD_5492	NA	NA	CHIP	SHD	Duroc
SHD_11853	NA	NA	CHIP	SHD	Duroc
SHD_9178	NA	NA	CHIP	SHD	Duroc
SHD_39981	NA	NA	CHIP	SHD	Duroc
SHD_7047	NA	NA	CHIP	SHD	Duroc
SHD_15691	NA	NA	CHIP	SHD	Duroc
SHD_37273	NA	NA	CHIP	SHD	Duroc
SHD_39609	NA	NA	CHIP	SHD	Duroc
SHD_15865	NA	NA	CHIP	SHD	Duroc
SHD_41092	NA	NA	CHIP	SHD	Duroc
SHD_16531	NA	NA	CHIP	SHD	Duroc
SHD_4920	NA	NA	CHIP	SHD	Duroc
SHD_31870	NA	NA	CHIP	SHD	Duroc
SHD_40791	NA	NA	CHIP	SHD	Duroc
SHD_46656	NA	NA	CHIP	SHD	Duroc
SHD_12048	NA	NA	CHIP	SHD	Duroc
SHD_21966	NA	NA	CHIP	SHD	Duroc
SHD_46117	NA	NA	CHIP	SHD	Duroc
SHD_25823	NA	NA	CHIP	SHD	Duroc
SHD_11060	NA	NA	CHIP	SHD	Duroc
SHD_13109	NA	NA	CHIP	SHD	Duroc
SHD_44512	NA	NA	CHIP	SHD	Duroc
SHD_26605	NA	NA	CHIP	SHD	Duroc
SHD_3657	NA	NA	CHIP	SHD	Duroc
SHD_17554	NA	NA	CHIP	SHD	Duroc
SHD_7149	NA	NA	CHIP	SHD	Duroc
SHD_29501	NA	NA	CHIP	SHD	Duroc
SHD_6350	NA	NA	CHIP	SHD	Duroc
SHD_38971	NA	NA	CHIP	SHD	Duroc
SHD_10523	NA	NA	CHIP	SHD	Duroc
SHD_35013	NA	NA	CHIP	SHD	Duroc
SHD_41383	NA	NA	CHIP	SHD	Duroc
SHD_1758	NA	NA	CHIP	SHD	Duroc
SHD_47978	NA	NA	CHIP	SHD	Duroc
SHD_4952	NA	NA	CHIP	SHD	Duroc
SHD_7488	NA	NA	CHIP	SHD	Duroc
SHD_7833	NA	NA	CHIP	SHD	Duroc
SHD_12855	NA	NA	CHIP	SHD	Duroc
SHD_2467	NA	NA	CHIP	SHD	Duroc
SHD_26654	NA	NA	CHIP	SHD	Duroc
SHD_16786	NA	NA	CHIP	SHD	Duroc
SHD_24495	NA	NA	CHIP	SHD	Duroc
SHD_23771	NA	NA	CHIP	SHD	Duroc
SHD_4064	NA	NA	CHIP	SHD	Duroc
SHD_3225	NA	NA	CHIP	SHD	Duroc
SHD_2539	NA	NA	CHIP	SHD	Duroc
SHD_8841	NA	NA	CHIP	SHD	Duroc
SHD_46156	NA	NA	CHIP	SHD	Duroc
SHD_917	NA	NA	CHIP	SHD	Duroc
SHD_5402	NA	NA	CHIP	SHD	Duroc
SHD_43636	NA	NA	CHIP	SHD	Duroc
SHD_10992	NA	NA	CHIP	SHD	Duroc
SHD_9949	NA	NA	CHIP	SHD	Duroc
SHD_3863	NA	NA	CHIP	SHD	Duroc
SHD_23679	NA	NA	CHIP	SHD	Duroc
SHD_44867	NA	NA	CHIP	SHD	Duroc
SHD_7623	NA	NA	CHIP	SHD	Duroc
SHD_17067	NA	NA	CHIP	SHD	Duroc
SHD_29083	NA	NA	CHIP	SHD	Duroc
SHD_6792	NA	NA	CHIP	SHD	Duroc
SHD_10623	NA	NA	CHIP	SHD	Duroc
SHD_31417	NA	NA	CHIP	SHD	Duroc
SHD_11653	NA	NA	CHIP	SHD	Duroc
SHD_16439	NA	NA	CHIP	SHD	Duroc
SHD_18416	NA	NA	CHIP	SHD	Duroc
SHD_18874	NA	NA	CHIP	SHD	Duroc
SHD_29395	NA	NA	CHIP	SHD	Duroc
SHD_13892	NA	NA	CHIP	SHD	Duroc
SHD_3165	NA	NA	CHIP	SHD	Duroc
SHD_1418	NA	NA	CHIP	SHD	Duroc
SHD_3665	NA	NA	CHIP	SHD	Duroc
SHD_39783	NA	NA	CHIP	SHD	Duroc
SHD_44742	NA	NA	CHIP	SHD	Duroc
SHD_17482	NA	NA	CHIP	SHD	Duroc
SHD_21675	NA	NA	CHIP	SHD	Duroc
SHD_2459	NA	NA	CHIP	SHD	Duroc
SHD_589	NA	NA	CHIP	SHD	Duroc
SHD_45561	NA	NA	CHIP	SHD	Duroc
SHD_13907	NA	NA	CHIP	SHD	Duroc
SHD_11979	NA	NA	CHIP	SHD	Duroc
SHD_23853	NA	NA	CHIP	SHD	Duroc
SHD_22566	NA	NA	CHIP	SHD	Duroc
SHD_14966	NA	NA	CHIP	SHD	Duroc
SHD_42856	NA	NA	CHIP	SHD	Duroc
SHD_5323	NA	NA	CHIP	SHD	Duroc
SHD_3473	NA	NA	CHIP	SHD	Duroc
SHD_35396	NA	NA	CHIP	SHD	Duroc
SHD_37187	NA	NA	CHIP	SHD	Duroc
SHD_42177	NA	NA	CHIP	SHD	Duroc
SHD_40010	NA	NA	CHIP	SHD	Duroc
SHD_3507	NA	NA	CHIP	SHD	Duroc
SHD_35697	NA	NA	CHIP	SHD	Duroc
SHD_34684	NA	NA	CHIP	SHD	Duroc
SHD_9926	NA	NA	CHIP	SHD	Duroc
SHD_5759	NA	NA	CHIP	SHD	Duroc
SHD_24609	NA	NA	CHIP	SHD	Duroc
SHD_6760	NA	NA	CHIP	SHD	Duroc
SHD_26334	NA	NA	CHIP	SHD	Duroc
SHD_34089	NA	NA	CHIP	SHD	Duroc
SHD_6283	NA	NA	CHIP	SHD	Duroc
SHD_38540	NA	NA	CHIP	SHD	Duroc
SHD_6574	NA	NA	CHIP	SHD	Duroc
SHD_25216	NA	NA	CHIP	SHD	Duroc
SHD_25225	NA	NA	CHIP	SHD	Duroc
SHD_45091	NA	NA	CHIP	SHD	Duroc
SHD_4681	NA	NA	CHIP	SHD	Duroc
SHD_33649	NA	NA	CHIP	SHD	Duroc
SHD_24754	NA	NA	CHIP	SHD	Duroc
SHD_17802	NA	NA	CHIP	SHD	Duroc
SHD_34899	NA	NA	CHIP	SHD	Duroc
SHD_12610	NA	NA	CHIP	SHD	Duroc
SHD_9262	NA	NA	CHIP	SHD	Duroc
SHD_37240	NA	NA	CHIP	SHD	Duroc
SHD_37305	NA	NA	CHIP	SHD	Duroc
SHD_39104	NA	NA	CHIP	SHD	Duroc
SHD_46243	NA	NA	CHIP	SHD	Duroc
SHD_33763	NA	NA	CHIP	SHD	Duroc
SHD_18534	NA	NA	CHIP	SHD	Duroc
SHD_33167	NA	NA	CHIP	SHD	Duroc
SHD_22365	NA	NA	CHIP	SHD	Duroc
SHD_7915	NA	NA	CHIP	SHD	Duroc
SHD_29805	NA	NA	CHIP	SHD	Duroc
SHD_45255	NA	NA	CHIP	SHD	Duroc
SHD_47985	NA	NA	CHIP	SHD	Duroc
SHD_22595	NA	NA	CHIP	SHD	Duroc
SHD_21652	NA	NA	CHIP	SHD	Duroc
SHD_30531	NA	NA	CHIP	SHD	Duroc
SHD_10535	NA	NA	CHIP	SHD	Duroc
SHD_23868	NA	NA	CHIP	SHD	Duroc
SHD_45563	NA	NA	CHIP	SHD	Duroc
SHD_37423	NA	NA	CHIP	SHD	Duroc
SHD_47547	NA	NA	CHIP	SHD	Duroc
SHD_26644	NA	NA	CHIP	SHD	Duroc
SHD_25868	NA	NA	CHIP	SHD	Duroc
SHD_47446	NA	NA	CHIP	SHD	Duroc
SHD_13980	NA	NA	CHIP	SHD	Duroc
SHD_29187	NA	NA	CHIP	SHD	Duroc
SHD_36523	NA	NA	CHIP	SHD	Duroc
SHD_19688	NA	NA	CHIP	SHD	Duroc
SHD_7467	NA	NA	CHIP	SHD	Duroc
SHD_19763	NA	NA	CHIP	SHD	Duroc
SHD_3702	NA	NA	CHIP	SHD	Duroc
SHD_33905	NA	NA	CHIP	SHD	Duroc
SHD_24078	NA	NA	CHIP	SHD	Duroc
SHD_16232	NA	NA	CHIP	SHD	Duroc
SHD_366	NA	NA	CHIP	SHD	Duroc
SHD_44565	NA	NA	CHIP	SHD	Duroc
SHD_29118	NA	NA	CHIP	SHD	Duroc
SHD_21414	NA	NA	CHIP	SHD	Duroc
SHD_27924	NA	NA	CHIP	SHD	Duroc
SHD_3676	NA	NA	CHIP	SHD	Duroc
SHD_45386	NA	NA	CHIP	SHD	Duroc
SHD_15473	NA	NA	CHIP	SHD	Duroc
SHD_36684	NA	NA	CHIP	SHD	Duroc
SHD_8583	NA	NA	CHIP	SHD	Duroc
SHD_20307	NA	NA	CHIP	SHD	Duroc
SHD_33704	NA	NA	CHIP	SHD	Duroc
SHD_16087	NA	NA	CHIP	SHD	Duroc
SHD_8002	NA	NA	CHIP	SHD	Duroc
SHD_44219	NA	NA	CHIP	SHD	Duroc
SHD_13776	NA	NA	CHIP	SHD	Duroc
SHD_29205	NA	NA	CHIP	SHD	Duroc
SHD_26472	NA	NA	CHIP	SHD	Duroc
SHD_27593	NA	NA	CHIP	SHD	Duroc
SHD_26646	NA	NA	CHIP	SHD	Duroc
SHD_24073	NA	NA	CHIP	SHD	Duroc
SHD_41571	NA	NA	CHIP	SHD	Duroc
SHD_9735	NA	NA	CHIP	SHD	Duroc
SHD_40522	NA	NA	CHIP	SHD	Duroc
SHD_32848	NA	NA	CHIP	SHD	Duroc
SHD_33234	NA	NA	CHIP	SHD	Duroc
SHD_16882	NA	NA	CHIP	SHD	Duroc
SHD_14790	NA	NA	CHIP	SHD	Duroc
SHD_20634	NA	NA	CHIP	SHD	Duroc
SHD_17954	NA	NA	CHIP	SHD	Duroc
SHD_17198	NA	NA	CHIP	SHD	Duroc
SHD_45136	NA	NA	CHIP	SHD	Duroc
SHD_7089	NA	NA	CHIP	SHD	Duroc
SHD_35506	NA	NA	CHIP	SHD	Duroc
SHD_16509	NA	NA	CHIP	SHD	Duroc
SHD_25514	NA	NA	CHIP	SHD	Duroc
SHD_34632	NA	NA	CHIP	SHD	Duroc
SHD_1401	NA	NA	CHIP	SHD	Duroc
