ID	Platform	Farm	Breed	Depth	Coverage	RawReads	CleanReads
SHD_9425	ULC	SHD	Duroc	1.301831153	0.286741964	14098366	13940834
SHD_9474	ULC	SHD	Duroc	1.173964931	0.177436979	5039962	4842440
SHD_9512	ULC	SHD	Duroc	1.215294201	0.200030275	5488428	5305902
SHD_9544	ULC	SHD	Duroc	1.260338188	0.228991595	7087192	6898002
SHD_9763	ULC	SHD	Duroc	1.649603291	0.077297414	2077842	1927956
SHD_9782	ULC	SHD	Duroc	1.172335619	0.131641164	7270592	7174482
SHD_9904	ULC	SHD	Duroc	1.286809166	0.076229761	6615080	6590618
SHD_9926	ULC	SHD	Duroc	1.166207764	0.20949061	24008534	23156000
SHD_9972	ULC	SHD	Duroc	1.226480304	0.160512686	4738834	4605176
SHD_10107	ULC	SHD	Duroc	7.784589065	0.007861952	5604136	5517892
SHD_10133	ULC	SHD	Duroc	1.201288155	0.110521535	4377698	4327328
SHD_10353	ULC	SHD	Duroc	1.211560376	0.153311579	4305458	4159686
SHD_10535	ULC	SHD	Duroc	1.146538092	0.202727755	24383060	23395052
SHD_10615	ULC	SHD	Duroc	1.13858692	0.160796767	4717592	4606746
SHD_11130	ULC	SHD	Duroc	1.135646478	0.122149172	3183412	3047578
SHD_11416	ULC	SHD	Duroc	1.194594078	0.112860559	3891850	3755282
SHD_11565	ULC	SHD	Duroc	1.182214771	0.127661094	7177356	7099136
SHD_11647	ULC	SHD	Duroc	1.156379607	0.144626879	5486102	5414466
SHD_11663	ULC	SHD	Duroc	1.218838818	0.158633027	4631566	4531272
SHD_11745	ULC	SHD	Duroc	1.197962238	0.112086083	7268050	7224326
SHD_11942	ULC	SHD	Duroc	1.311486089	0.152073299	4546206	4394440
SHD_12030	ULC	SHD	Duroc	1.146718602	0.178059027	4849646	4717106
SHD_12062	ULC	SHD	Duroc	1.202659382	0.192157347	9972370	9867774
SHD_12178	ULC	SHD	Duroc	1.231100984	0.22742628	8323708	8194222
SHD_12214	ULC	SHD	Duroc	1.215242439	0.256796654	7784340	7573354
SHD_12336	ULC	SHD	Duroc	1.20453594	0.148266284	6225228	6138034
SHD_12474	ULC	SHD	Duroc	1.181961106	0.158801601	4510330	4415026
SHD_12564	ULC	SHD	Duroc	1.166859895	0.15580143	4282034	4179078
SHD_12727	ULC	SHD	Duroc	1.234714976	0.138253009	6433994	6363080
SHD_12885	ULC	SHD	Duroc	1.387512981	0.372465186	12030552	11821270
SHD_12957	ULC	SHD	Duroc	1.182164414	0.164413524	4954366	4867414
SHD_13372	ULC	SHD	Duroc	1.998880238	0.07200524	4265624	4142172
SHD_13572	ULC	SHD	Duroc	2.182368622	0.054297256	3194746	3061452
SHD_13947	ULC	SHD	Duroc	1.244098006	0.124967849	3529508	3419940
SHD_13969	ULC	SHD	Duroc	1.45302696	0.095327122	3193594	3051498
SHD_13980	ULC	SHD	Duroc	1.174475059	0.240003512	25634998	24813356
SHD_14120	ULC	SHD	Duroc	1.162943499	0.146902336	4230860	4079652
SHD_14407	ULC	SHD	Duroc	1.188231866	0.154273012	4409914	4304798
SHD_14425	ULC	SHD	Duroc	1.143622511	0.162839729	4154848	4040572
SHD_14480	ULC	SHD	Duroc	1.578423803	0.108027854	4683384	4574000
SHD_14489	ULC	SHD	Duroc	1.21281328	0.191711308	7994314	7862550
SHD_14654	ULC	SHD	Duroc	1.224167225	0.136493505	5038514	4945880
SHD_14762	ULC	SHD	Duroc	1.169896536	0.116962039	2980656	2839630
SHD_15170	ULC	SHD	Duroc	1.166786816	0.129762644	3303170	3158580
SHD_15203	ULC	SHD	Duroc	1.622423187	0.116441529	5027752	4873076
SHD_15404	ULC	SHD	Duroc	1.150796095	0.184883332	7493370	7396868
SHD_15466	ULC	SHD	Duroc	1.246250385	0.053947664	1551112	1405626
SHD_15486	ULC	SHD	Duroc	1.183894147	0.192690001	5702586	5595024
SHD_15522	ULC	SHD	Duroc	1.236869818	0.154772536	4631924	4467798
SHD_15580	ULC	SHD	Duroc	1.324946273	0.307679565	10031124	9747580
SHD_15778	ULC	SHD	Duroc	1.228678722	0.134682303	3551470	3400112
SHD_15918	ULC	SHD	Duroc	1.695302847	0.091970668	2552228	2368582
SHD_15958	ULC	SHD	Duroc	1.246716601	0.162288751	11152172	11058586
SHD_16038	ULC	SHD	Duroc	1.229392539	0.190761129	8023716	7907228
SHD_16112	ULC	SHD	Duroc	1.21713546	0.144591136	4795734	4685784
SHD_16258	ULC	SHD	Duroc	1.141062249	0.129142214	3604482	3440912
SHD_16429	ULC	SHD	Duroc	1.312398863	0.280122382	9960766	9785204
SHD_16558	ULC	SHD	Duroc	4.374775308	0.023576896	4067974	3960236
SHD_16758	ULC	SHD	Duroc	1.183352241	0.138574359	4468516	4338596
SHD_16763	ULC	SHD	Duroc	1.231992488	0.281991655	8909506	8817198
SHD_16901	ULC	SHD	Duroc	1.191494017	0.098250421	3340756	3211934
SHD_16972	ULC	SHD	Duroc	1.153184602	0.126570511	3244538	3134072
SHD_17101	ULC	SHD	Duroc	1.786615161	0.00457202	4237550	4129850
SHD_17218	ULC	SHD	Duroc	1.924168326	0.231659382	5304	5144
SHD_17241	ULC	SHD	Duroc	1.137604075	0.11993667	3281596	3163300
SHD_17364	ULC	SHD	Duroc	1.141900591	0.149414246	3960942	3854428
SHD_17412	ULC	SHD	Duroc	1.221357452	0.1775315	5983542	5865570
SHD_17484	ULC	SHD	Duroc	1.23535071	0.146956398	4206724	4081818
SHD_17709	ULC	SHD	Duroc	1.192234631	0.162337549	4708906	4506836
SHD_17802	ULC	SHD	Duroc	1.126032469	0.153165171	21973306	21129228
SHD_17864	ULC	SHD	Duroc	1.186508534	0.198484336	8024954	7900158
SHD_17954	ULC	SHD	Duroc	1.212314177	0.262286715	25372392	24310916
SHD_18027	ULC	SHD	Duroc	3.610350615	0.0307965	5292792	5204666
SHD_18148	ULC	SHD	Duroc	1.233129652	0.234237997	10297360	10233344
SHD_18155	ULC	SHD	Duroc	1.237394218	0.198276427	8880114	8783778
SHD_18218	ULC	SHD	Duroc	1.158426352	0.183885998	6542346	6448864
SHD_18237	ULC	SHD	Duroc	1.217280764	0.211588166	6740560	6607434
SHD_18244	ULC	SHD	Duroc	1.248345817	0.146777188	7383528	7312168
SHD_18526	ULC	SHD	Duroc	1.140217092	0.175269567	5525124	5432146
SHD_18665	ULC	SHD	Duroc	1.220054832	0.194133262	6705456	6575904
SHD_18669	ULC	SHD	Duroc	1.116644568	0.129257289	5098206	5041554
SHD_19239	ULC	SHD	Duroc	1.266262243	0.160020823	4922682	4778292
SHD_19270	ULC	SHD	Duroc	1.269657947	0.186351893	5601268	5472928
SHD_19456	ULC	SHD	Duroc	1.250358105	0.149482147	5355866	5253170
SHD_19801	ULC	SHD	Duroc	1.204770537	0.171886213	5093540	4924634
SHD_19910	ULC	SHD	Duroc	1.155157594	0.177333244	5633712	5513476
SHD_19987	ULC	SHD	Duroc	1.256555257	0.150219749	4095750	3915988
SHD_20066	ULC	SHD	Duroc	1.156436911	0.148227841	4436308	4331894
SHD_20280	ULC	SHD	Duroc	1.311786664	0.315984294	11387574	11174426
SHD_20295	ULC	SHD	Duroc	1.157528821	0.150368047	4497968	4379066
SHD_20587	ULC	SHD	Duroc	1.235841299	0.162247245	10538482	10464384
SHD_20753	ULC	SHD	Duroc	1.156646497	0.173171768	5638930	5531732
SHD_20760	ULC	SHD	Duroc	1.743936094	0.077504431	4406658	4265960
SHD_20857	ULC	SHD	Duroc	1.141183262	0.107931117	3094552	3041564
SHD_20983	ULC	SHD	Duroc	1.167823063	0.12203178	7405284	7312014
SHD_21119	ULC	SHD	Duroc	1.294745816	0.149918999	4583164	4441016
SHD_21538	ULC	SHD	Duroc	1.23949708	0.207756564	8002968	7773036
SHD_21552	ULC	SHD	Duroc	1.254643661	0.266838247	10896312	10834638
SHD_21579	ULC	SHD	Duroc	1.548309819	0.121722206	4797970	4603414
SHD_21588	ULC	SHD	Duroc	1.218109004	0.138999153	4027954	3924216
SHD_21701	ULC	SHD	Duroc	1.161091668	0.143554839	4395328	4298524
SHD_22365	ULC	SHD	Duroc	1.176667441	0.216380947	26128338	25342510
SHD_22760	ULC	SHD	Duroc	1.157469866	0.131894954	4068808	3941908
SHD_23044	ULC	SHD	Duroc	1.163973991	0.131662868	4245546	4178520
SHD_23082	ULC	SHD	Duroc	1.310398236	0.254965554	9773854	9615092
SHD_23139	ULC	SHD	Duroc	1.178031255	0.158062855	4653908	4583732
SHD_23556	ULC	SHD	Duroc	1.336943656	0.128416801	4117088	3997168
SHD_23672	ULC	SHD	Duroc	1.200411281	0.144029652	4509522	4372692
SHD_23823	ULC	SHD	Duroc	1.262964811	0.248237042	9951188	9898258
SHD_24067	ULC	SHD	Duroc	1.545655925	0.100195195	4259958	4133184
SHD_24085	ULC	SHD	Duroc	1.495819879	0.088890866	3596298	3462512
SHD_24191	ULC	SHD	Duroc	1.249501893	0.168043757	5981470	5891078
SHD_24355	ULC	SHD	Duroc	1.224559543	0.191975745	4952018	4763752
SHD_24438	ULC	SHD	Duroc	1.166876241	0.139200867	3796274	3682820
SHD_24546	ULC	SHD	Duroc	1.202539132	0.17846884	6775988	6675738
SHD_24627	ULC	SHD	Duroc	1.308127724	0.315969536	9951980	9668996
SHD_24810	ULC	SHD	Duroc	1.965311168	0.0625779	4459926	4390732
SHD_25073	ULC	SHD	Duroc	1.172658173	0.161758845	4319114	4168014
SHD_25182	ULC	SHD	Duroc	1.153560968	0.117016452	2547952	2424432
SHD_25225	ULC	SHD	Duroc	1.169577155	0.216309814	27897762	27122812
SHD_25239	ULC	SHD	Duroc	1.142812537	0.163669212	5135548	5026676
SHD_25245	ULC	SHD	Duroc	1.224686537	0.114999348	3629506	3509980
SHD_25297	ULC	SHD	Duroc	1.189365132	0.138194751	4249930	4176134
SHD_25461	ULC	SHD	Duroc	1.19759231	0.119468724	3872902	3738750
SHD_25637	ULC	SHD	Duroc	1.284381089	0.142428559	4281128	4164070
SHD_26229	ULC	SHD	Duroc	1.165904625	0.182265932	6675378	6599008
SHD_26631	ULC	SHD	Duroc	1.189252538	0.179599037	5209680	5097856
SHD_26705	ULC	SHD	Duroc	1.228876145	0.172116886	5310530	5116126
SHD_26725	ULC	SHD	Duroc	1.133036281	0.115152375	2921196	2794128
SHD_26785	ULC	SHD	Duroc	1.704041503	0.110511373	5249702	5129006
SHD_26790	ULC	SHD	Duroc	1.218828233	0.140157184	3924606	3782770
SHD_26836	ULC	SHD	Duroc	1.206450672	0.157593072	4460008	4339858
SHD_27251	ULC	SHD	Duroc	1.276069983	0.24450521	9605814	9552294
SHD_27576	ULC	SHD	Duroc	1.175885241	0.139345074	5424950	5314508
SHD_27593	ULC	SHD	Duroc	1.160771638	0.203472878	28839044	27649356
SHD_27645	ULC	SHD	Duroc	1.119759927	0.120230981	3033906	2898396
SHD_27781	ULC	SHD	Duroc	2.112370615	0.058757241	3679650	3537766
SHD_28257	ULC	SHD	Duroc	1.11796847	0.14695445	4088788	3998936
SHD_28839	ULC	SHD	Duroc	1.192143236	0.218339686	5747988	5562292
SHD_28900	ULC	SHD	Duroc	1.128289335	0.151332808	3981834	3868760
SHD_28920	ULC	SHD	Duroc	1.645560609	0.071385831	5605950	5516718
SHD_29057	ULC	SHD	Duroc	1.570549937	0.136601799	5588122	5443948
SHD_29090	ULC	SHD	Duroc	1.19021704	0.164500497	4745830	4631940
SHD_29205	ULC	SHD	Duroc	1.193296137	0.253458737	33980866	32887658
SHD_29207	ULC	SHD	Duroc	1.210247131	0.147719801	4324964	4225964
SHD_29287	ULC	SHD	Duroc	1.161248406	0.200069662	5879344	5763098
SHD_29549	ULC	SHD	Duroc	1.183994127	0.11124158	3076664	2902536
SHD_29563	ULC	SHD	Duroc	1.331719539	0.232852513	16838514	16707366
SHD_29790	ULC	SHD	Duroc	1.192150587	0.115857125	4748494	4699658
SHD_29805	ULC	SHD	Duroc	1.149732519	0.197322414	34356198	33277558
SHD_29822	ULC	SHD	Duroc	1.286917944	0.129192135	4485890	4342284
SHD_30061	ULC	SHD	Duroc	1.337230331	0.276913306	9291554	9021740
SHD_30154	ULC	SHD	Duroc	1.281138936	0.281353716	10889658	10819344
SHD_30157	ULC	SHD	Duroc	1.168134608	0.168795475	5960392	5882618
SHD_30281	ULC	SHD	Duroc	1.20256082	0.141676842	3892142	3764026
SHD_30437	ULC	SHD	Duroc	1.204705792	0.158063935	5525126	5426304
SHD_30495	ULC	SHD	Duroc	1.18860999	0.118513472	3207048	3110190
SHD_30513	ULC	SHD	Duroc	1.271027336	0.219777806	6830678	6610622
SHD_30531	ULC	SHD	Duroc	1.166672987	0.210091846	24495776	23726642
SHD_30536	ULC	SHD	Duroc	1.237346949	0.164719727	5551142	5433604
SHD_30744	ULC	SHD	Duroc	1.282222365	0.273623686	9106864	8901826
SHD_30957	ULC	SHD	Duroc	1.200398761	0.150338784	4222496	4120222
SHD_31021	ULC	SHD	Duroc	1.235589638	0.167839675	8458480	8376074
SHD_31127	ULC	SHD	Duroc	1.12775223	0.151241965	4893936	4786748
SHD_31257	ULC	SHD	Duroc	1.378497762	0.307079392	9748892	9408948
SHD_31522	ULC	SHD	Duroc	1.142500868	0.1338624	3583372	3448700
SHD_31526	ULC	SHD	Duroc	1.214533714	0.167727823	5452552	5332080
SHD_31831	ULC	SHD	Duroc	1.182541829	0.157017228	4399402	4238662
SHD_31945	ULC	SHD	Duroc	1.184903479	0.180079086	6769666	6663672
SHD_32001	ULC	SHD	Duroc	1.162920878	0.146297722	6717434	6637232
SHD_32061	ULC	SHD	Duroc	1.14632888	0.108255524	3707246	3595102
SHD_32089	ULC	SHD	Duroc	1.214699667	0.155281495	6806158	6736450
SHD_32181	ULC	SHD	Duroc	1.179984515	0.168272739	4670842	4578632
SHD_32338	ULC	SHD	Duroc	1.654044386	0.06770235	5805192	5720288
SHD_32358	ULC	SHD	Duroc	1.113609352	0.131393588	3185824	3053374
SHD_32451	ULC	SHD	Duroc	1.275216292	0.178157053	6877640	6763394
SHD_32555	ULC	SHD	Duroc	1.138368909	0.143858291	4298258	4203028
SHD_32960	ULC	SHD	Duroc	1.177633949	0.1731009	5821496	5742680
SHD_33080	ULC	SHD	Duroc	1.160372432	0.119288377	3303462	3153100
SHD_33102	ULC	SHD	Duroc	1.293352358	0.14908117	4740928	4621186
SHD_33128	ULC	SHD	Duroc	1.200464568	0.127387635	4699694	4597272
SHD_33170	ULC	SHD	Duroc	2.244149509	0.065471874	5128260	5018892
SHD_33368	ULC	SHD	Duroc	1.240218091	0.206717262	6468668	6325740
SHD_33611	ULC	SHD	Duroc	1.209045441	0.115219861	3768662	3701430
SHD_33649	ULC	SHD	Duroc	1.171370456	0.20371869	26093332	25420218
SHD_34100	ULC	SHD	Duroc	1.173930674	0.155372871	4199464	4040310
SHD_34166	ULC	SHD	Duroc	1.155646759	0.156968114	4728904	4625350
SHD_34238	ULC	SHD	Duroc	1.226628905	0.181238881	7413120	7331292
SHD_34414	ULC	SHD	Duroc	1.234554111	0.140462782	4156384	4029388
SHD_34481	ULC	SHD	Duroc	1.24634964	0.141039521	4581932	4390328
SHD_34587	ULC	SHD	Duroc	1.219138307	0.154719375	8310636	8208100
SHD_34604	ULC	SHD	Duroc	1.251440688	0.142497421	4836630	4745928
SHD_34666	ULC	SHD	Duroc	1.427739997	0.443806304	22474	21818
SHD_34702	ULC	SHD	Duroc	1.152940947	0.168259819	5255022	5139592
SHD_34709	ULC	SHD	Duroc	1.215332948	0.264740567	7956290	7862578
SHD_34721	ULC	SHD	Duroc	1.165826984	0.200887813	6766246	6638718
SHD_34801	ULC	SHD	Duroc	1.216826856	0.116814919	4434068	4289808
SHD_34814	ULC	SHD	Duroc	1.209888447	0.116839492	5688388	5641322
SHD_34865	ULC	SHD	Duroc	1.82181036	0.07933968	5869358	5788494
SHD_34972	ULC	SHD	Duroc	1.143621754	0.128959445	3238392	3076696
SHD_34994	ULC	SHD	Duroc	1.249133218	0.286923171	8633166	8376340
SHD_35083	ULC	SHD	Duroc	1.172779983	0.169941012	4200450	4025332
SHD_35507	ULC	SHD	Duroc	1.230205825	0.133154505	5279292	5180150
SHD_35685	ULC	SHD	Duroc	1.129016025	0.136543081	4388422	4318390
SHD_35997	ULC	SHD	Duroc	1.167635506	0.084063567	2226986	2091886
SHD_36043	ULC	SHD	Duroc	1.220010196	0.153722293	4726936	4585582
SHD_36093	ULC	SHD	Duroc	1.226060394	0.182197213	4997406	4821904
SHD_36278	ULC	SHD	Duroc	1.264191212	0.114123932	6154252	6051698
SHD_36324	ULC	SHD	Duroc	1.200711465	0.166887149	4339466	4190764
SHD_36339	ULC	SHD	Duroc	1.221104186	0.142026461	3989866	3862608
SHD_36398	ULC	SHD	Duroc	1.238910767	0.161139226	5860218	5768388
SHD_36435	ULC	SHD	Duroc	1.17779737	0.136980987	3555996	3438756
SHD_36494	ULC	SHD	Duroc	1.256962877	0.124329466	3609946	3512166
SHD_37178	ULC	SHD	Duroc	1.225062255	0.190276881	6535074	6394646
SHD_37220	ULC	SHD	Duroc	1.376844862	0.120672146	4330928	4243014
SHD_37224	ULC	SHD	Duroc	1.250613804	0.155705951	4281088	4142248
SHD_37337	ULC	SHD	Duroc	1.237175783	0.264511311	7699574	7533582
SHD_37369	ULC	SHD	Duroc	1.168525466	0.127618923	3479902	3396456
SHD_37422	ULC	SHD	Duroc	1.223028772	0.225903858	8791342	8661678
SHD_37423	ULC	SHD	Duroc	1.168160316	0.229222031	30542854	29604262
SHD_37560	ULC	SHD	Duroc	1.130125695	0.160505834	4251426	4143740
SHD_37606	ULC	SHD	Duroc	1.241384333	0.201273838	5700760	5528732
SHD_37653	ULC	SHD	Duroc	1.193537878	0.162434659	4822130	4687168
SHD_37925	ULC	SHD	Duroc	1.228934171	0.162559397	6454166	6311764
SHD_37953	ULC	SHD	Duroc	1.400189621	0.245625039	9440686	9207228
SHD_37954	ULC	SHD	Duroc	1.220045879	0.168717565	5211462	5082872
SHD_37994	ULC	SHD	Duroc	1.262549955	0.145390553	10359498	10275848
SHD_38024	ULC	SHD	Duroc	1.812980259	0.077698948	4291254	4176730
SHD_38073	ULC	SHD	Duroc	1.236407264	0.242996282	8506652	8379908
SHD_38168	ULC	SHD	Duroc	1.17690992	0.202918951	5358134	5203642
SHD_38251	ULC	SHD	Duroc	1.203504253	0.143652127	4016262	3907468
SHD_38304	ULC	SHD	Duroc	1.204896981	0.137168581	3725774	3612394
SHD_38547	ULC	SHD	Duroc	1.200066686	0.125531273	3415124	3310664
SHD_38599	ULC	SHD	Duroc	1.198933956	0.153250002	5543630	5430828
SHD_38815	ULC	SHD	Duroc	1.164403527	0.149224797	4424302	4338162
SHD_38876	ULC	SHD	Duroc	1.155881439	0.108665133	4754566	4696066
SHD_39150	ULC	SHD	Duroc	1.198125677	0.142016897	3922404	3820204
SHD_39186	ULC	SHD	Duroc	1.216874983	0.126616326	7319316	7264592
SHD_39537	ULC	SHD	Duroc	3.406067051	0.037199529	5028452	4861688
SHD_39673	ULC	SHD	Duroc	1.179142249	0.143744788	3815844	3651340
SHD_39697	ULC	SHD	Duroc	1.400983553	0.37012604	12414040	12054340
SHD_39705	ULC	SHD	Duroc	1.173508168	0.143918443	4375224	4261374
SHD_39720	ULC	SHD	Duroc	1.275425725	0.227746235	9620508	9494268
SHD_40075	ULC	SHD	Duroc	1.243795684	0.166138978	5411382	5123608
SHD_40242	ULC	SHD	Duroc	1.235175206	0.177739594	6147544	6036846
SHD_40395	ULC	SHD	Duroc	1.251075444	0.250664722	7182376	6916554
SHD_40735	ULC	SHD	Duroc	1.317221524	0.150733579	4928986	4790638
SHD_40965	ULC	SHD	Duroc	1.176257762	0.139511016	3633098	3520568
SHD_41096	ULC	SHD	Duroc	1.250359799	0.156968878	4997424	4877536
SHD_41330	ULC	SHD	Duroc	1.791727499	0.108350071	6605406	6459310
SHD_41393	ULC	SHD	Duroc	1.189588824	0.120399228	3573060	3437428
SHD_41485	ULC	SHD	Duroc	1.196917293	0.172605291	6981844	6884894
SHD_41678	ULC	SHD	Duroc	1.129443956	0.154515294	4595996	4499374
SHD_41718	ULC	SHD	Duroc	1.654289271	0.085846536	4326116	4240052
SHD_41875	ULC	SHD	Duroc	1.200946281	0.146572021	5070464	4965984
SHD_41918	ULC	SHD	Duroc	2.995099709	0.039016569	3878046	3784714
SHD_41951	ULC	SHD	Duroc	1.19864498	0.160227853	4859464	4726808
SHD_41970	ULC	SHD	Duroc	2.743457253	0.040998546	3719896	3584334
SHD_42093	ULC	SHD	Duroc	1.223835948	0.101569073	4327444	4277490
SHD_42190	ULC	SHD	Duroc	1.220907957	0.242369041	6903156	6644152
SHD_42251	ULC	SHD	Duroc	1.221822491	0.145282506	4207318	4112208
SHD_42412	ULC	SHD	Duroc	1.182619863	0.125663564	2596778	2452580
SHD_42433	ULC	SHD	Duroc	1.251599092	0.142583958	4189128	4063038
SHD_42436	ULC	SHD	Duroc	1.308198021	0.184823097	5484584	5310256
SHD_42566	ULC	SHD	Duroc	1.291800626	0.311457432	14060710	13887706
SHD_42658	ULC	SHD	Duroc	1.237954791	0.152949056	5313700	5206396
SHD_42745	ULC	SHD	Duroc	1.251652967	0.223616591	6746456	6500744
SHD_42850	ULC	SHD	Duroc	1.264085967	0.169876224	5140508	5028416
SHD_42866	ULC	SHD	Duroc	1.42791518	0.096254385	3283468	3145130
SHD_43415	ULC	SHD	Duroc	1.225006313	0.195396088	6522644	6328974
SHD_43635	ULC	SHD	Duroc	1.174142277	0.153751603	4681568	4560762
SHD_43660	ULC	SHD	Duroc	1.122543939	0.159975274	7162780	7088850
SHD_43686	ULC	SHD	Duroc	1.18646336	0.16482298	4890008	4751102
SHD_43791	ULC	SHD	Duroc	1.442736883	0.259346993	11931294	11876970
SHD_44294	ULC	SHD	Duroc	1.186507038	0.155121981	4890074	4776492
SHD_44852	ULC	SHD	Duroc	1.214552962	0.15399804	4817652	4708140
SHD_45133	ULC	SHD	Duroc	1.375686169	0.126395388	4837796	4754464
SHD_45398	ULC	SHD	Duroc	1.19307592	0.119446212	3272914	3120420
SHD_45400	ULC	SHD	Duroc	1.158118968	0.088505805	6167128	6135856
SHD_45735	ULC	SHD	Duroc	1.137875102	0.127485692	3290892	3163182
SHD_45947	ULC	SHD	Duroc	1.237447686	0.155645098	4513452	4397044
SHD_46243	ULC	SHD	Duroc	1.159875018	0.209087423	25140374	24328816
SHD_46371	ULC	SHD	Duroc	1.174208705	0.149435419	3996988	3863188
SHD_46500	ULC	SHD	Duroc	1.187387144	0.141011468	4028622	3910078
SHD_46552	ULC	SHD	Duroc	1.258489108	0.179462035	5103996	4947910
SHD_46735	ULC	SHD	Duroc	1.17069335	0.180509668	7393534	7294670
SHD_46752	ULC	SHD	Duroc	1.467906364	0.111989019	3769040	3637984
SHD_47442	ULC	SHD	Duroc	1.115751009	0.12201104	3153380	3046686
SHD_47547	ULC	SHD	Duroc	1.152471328	0.201856414	24229096	23291862
SHD_47595	ULC	SHD	Duroc	1.207252578	0.13658071	3895272	3738188
SHD_47985	ULC	SHD	Duroc	1.161108872	0.194988637	29832912	29005784
SHD_48033	ULC	SHD	Duroc	1.17590142	0.167126467	5192010	5068412
SHD_48106	ULC	SHD	Duroc	1.216848091	0.216945556	5854722	5633868
SHD_48120	ULC	SHD	Duroc	1.296559532	0.345022806	12829736	12602126
SHD_48121	ULC	SHD	Duroc	1.208739963	0.25768506	9387998	9242796
SHD_48122	ULC	SHD	Duroc	1.181725644	0.235550844	8134996	8020054
SHD_48123	ULC	SHD	Duroc	1.233874883	0.26987289	9633022	9477246
SHD_48124	ULC	SHD	Duroc	1.18117073	0.154333421	4288008	4166122
SHD_48125	ULC	SHD	Duroc	1.283396432	0.28489264	10672754	10496268
SHD_48126	ULC	SHD	Duroc	1.258631688	0.285321647	10475974	10307944
SHD_48127	ULC	SHD	Duroc	1.198981559	0.227895798	8119974	7985906
SHD_48128	ULC	SHD	Duroc	1.189076601	0.197381452	7460052	7347156
SHD_48129	ULC	SHD	Duroc	1.14375488	0.170834696	4723988	4613210
SHD_48130	ULC	SHD	Duroc	1.299510497	0.249612062	10428822	10279196
SHD_48131	ULC	SHD	Duroc	1.202329261	0.177724488	5169830	5027704
SHD_48132	ULC	SHD	Duroc	1.224115224	0.187993902	5766018	5632656
SHD_48133	ULC	SHD	Duroc	1.190820339	0.236647497	8704492	8577020
SHD_48134	ULC	SHD	Duroc	1.173690344	0.22368166	7389374	7250638
SHD_48135	ULC	SHD	Duroc	1.238712137	0.243747412	8637184	8486720
SHD_48136	ULC	SHD	Duroc	1.268069958	0.210621775	8066466	7945222
SHD_48137	ULC	SHD	Duroc	1.2138399	0.236795572	8851102	8724064
SHD_48138	ULC	SHD	Duroc	1.256017321	0.241382588	7286726	7102986
SHD_48139	ULC	SHD	Duroc	1.251707768	0.284365572	11478748	11329556
SHD_48140	ULC	SHD	Duroc	1.176179516	0.149842865	4278682	4161682
SHD_48141	ULC	SHD	Duroc	1.207094961	0.198602202	5814888	5668460
SHD_48142	ULC	SHD	Duroc	1.27825444	0.266106702	5137524	4991914
SHD_48143	ULC	SHD	Duroc	1.25993281	0.269180937	10425436	10235286
SHD_48144	ULC	SHD	Duroc	1.213368815	0.17813493	5079052	4901956
SHD_48145	ULC	SHD	Duroc	1.21998013	0.168610028	5006410	4876236
SHD_48146	ULC	SHD	Duroc	1.188461537	0.171011365	4928974	4810612
SHD_48147	ULC	SHD	Duroc	1.231163986	0.27349637	7711862	7413814
SHD_48148	ULC	SHD	Duroc	1.212736131	0.251354968	9387682	9250940
SHD_48149	ULC	SHD	Duroc	1.123433999	0.142071011	3616174	3550602
SHD_48150	ULC	SHD	Duroc	1.224236026	0.160989032	4410226	4254862
SHD_48151	ULC	SHD	Duroc	1.24784968	0.280949947	10361288	10149790
SHD_48152	ULC	SHD	Duroc	1.245285695	0.266164468	7996818	7773112
SHD_48153	ULC	SHD	Duroc	1.323869344	0.364420518	11829354	11526880
SHD_48154	ULC	SHD	Duroc	1.301760248	0.346551401	13066212	12824876
SHD_48155	ULC	SHD	Duroc	1.209086322	0.196552824	5638922	5511020
SHD_48156	ULC	SHD	Duroc	1.275162892	0.331027719	10757652	10504578
SHD_48157	ULC	SHD	Duroc	1.290332804	0.343199832	11209890	10914832
SHD_48158	ULC	SHD	Duroc	1.258224515	0.239874794	8776390	8637586
SHD_48159	ULC	SHD	Duroc	1.344555428	0.19396987	5895442	5650490
SHD_48160	ULC	SHD	Duroc	1.294111003	0.28853763	9420174	9191418
SHD_48161	ULC	SHD	Duroc	1.223094139	0.236276661	8430054	8281684
SHD_48162	ULC	SHD	Duroc	1.240678994	0.238707438	10612680	10472466
SHD_48163	ULC	SHD	Duroc	1.178095241	0.172759279	4494216	4257904
SHD_48164	ULC	SHD	Duroc	1.238738816	0.120394824	3552678	3462218
GXL_583	LC	GXL	Duroc	1.453229745	0.458987487	19997360	19736166
GXL_599	LC	GXL	Duroc	1.64455222	0.580962268	27924312	27560066
GXL_845	LC	GXL	Duroc	1.655217253	0.580923266	31709084	31160956
GXL_1001	LC	GXL	Duroc	1.561596021	0.544102843	19989422	19807078
GXL_1534	LC	GXL	Duroc	1.537136018	0.507608844	24574512	24226220
GXL_1742	LC	GXL	Duroc	1.515588477	0.502546694	22618110	22335648
GXL_1815	LC	GXL	Duroc	1.591636599	0.536923805	26512766	26029246
GXL_1833	LC	GXL	Duroc	1.662257721	0.58833881	30109164	29725416
GXL_1936	LC	GXL	Duroc	1.553760371	0.543810634	20118350	19940060
GXL_1967	LC	GXL	Duroc	1.526794457	0.50875197	23175080	22897264
GXL_3350	LC	GXL	Duroc	1.511241338	0.48540739	23227826	22837502
