ID	Platform	Farm	Breed	Depth	Coverage	RawReads	CleanReads
GXL_3411	LC	GXL	Duroc	1.674111254	0.584864957	31935182	31360280
GXL_3514	LC	GXL	Duroc	1.619974678	0.553633918	28871840	28355828
GXL_4089	LC	GXL	Duroc	1.45602439	0.471686171	18925300	18681952
GXL_4092	LC	GXL	Duroc	1.599518437	0.566165085	21067714	20864242
GXL_4099	LC	GXL	Duroc	1.602628432	0.539004383	26988206	26486478
GXL_4164	LC	GXL	Duroc	1.616088375	0.561822067	27204752	26869838
GXL_4166	LC	GXL	Duroc	1.478417154	0.468538249	22095854	21743792
GXL_4180	LC	GXL	Duroc	1.533160237	0.513592009	23622816	23302588
GXL_4184	LC	GXL	Duroc	1.532609699	0.527358	1284792	1274290
GXL_4191	LC	GXL	Duroc	1.686932861	0.607956818	29829762	29444640
GXL_4264	LC	GXL	Duroc	1.618894058	0.576191877	21520726	21353088
GXL_4309	LC	GXL	Duroc	1.520000362	0.507289837	22801166	22497254
GXL_4337	LC	GXL	Duroc	1.552276683	0.534043552	19571464	19407334
GXL_4363	LC	GXL	Duroc	1.650322858	0.607882019	23278660	23076218
GXL_4710	LC	GXL	Duroc	1.593633906	0.543245005	27877880	27384290
GXL_4712	LC	GXL	Duroc	1.429884483	0.441839832	18244882	17994224
GXL_4713	LC	GXL	Duroc	1.570159954	0.527752429	26298518	25822536
GXL_4715	LC	GXL	Duroc	1.589970611	0.53702041	27198874	26721712
GXL_4830	LC	GXL	Duroc	1.521814433	0.524977836	23162628	22869710
GXL_4891	LC	GXL	Duroc	1.498636965	0.495189778	22313642	22012520
GXL_4896	LC	GXL	Duroc	1.597181675	0.552853038	25102304	24774072
GXL_4998	LC	GXL	Duroc	1.586084853	0.559976128	21204488	21006192
GXL_5022	LC	GXL	Duroc	1.529591472	0.493586517	23337192	22883326
GXL_5041	LC	GXL	Duroc	1.561819181	0.530185469	24477200	24165284
GXL_5075	LC	GXL	Duroc	1.708813904	0.630702802	25025820	24809296
GXL_5076	LC	GXL	Duroc	1.594482006	0.56975533	22008522	21818842
GXL_5625	LC	GXL	Duroc	1.479585627	0.461395944	21613980	21300366
GXL_5627	LC	GXL	Duroc	1.595568303	0.550303081	26292148	25949800
GXL_5635	LC	GXL	Duroc	1.422758003	0.436271102	18660184	18420094
GXL_5777	LC	GXL	Duroc	1.546606426	0.541575349	19576480	19398468
GXL_6137	LC	GXL	Duroc	1.661001074	0.582473635	28823452	28466426
GXL_6289	LC	GXL	Duroc	1.539062901	0.529193035	23605244	23291944
GXL_6351	LC	GXL	Duroc	1.435095186	0.448849721	19866906	19562170
GXL_6352	LC	GXL	Duroc	1.443486508	0.454933332	20476988	20192024
GXL_6366	LC	GXL	Duroc	1.53334892	0.516798338	22948716	22651300
GXL_7208	LC	GXL	Duroc	1.582435672	0.533240339	26487560	26038752
GXL_7624	LC	GXL	Duroc	1.672341753	0.586933972	31165876	30611672
GXL_7834	LC	GXL	Duroc	1.645426679	0.591660862	22460214	22259774
GXL_7837	LC	GXL	Duroc	1.896154111	0.700109224	32772508	32470444
GXL_7910	LC	GXL	Duroc	2.455086337	0.831010016	48902320	48441478
GXL_7928	LC	GXL	Duroc	1.594630313	0.537693825	27676750	27183634
GXL_8334	LC	GXL	Duroc	1.712034149	0.614056666	12176266	11997520
GXL_8500	LC	GXL	Duroc	1.655820819	0.588277877	23498924	23301540
GXL_8576	LC	GXL	Duroc	1.676733095	0.584100278	31703772	31227040
GXL_9295	LC	GXL	Duroc	1.599630071	0.541206878	27578066	27096908
GXL_9315	LC	GXL	Duroc	1.625989862	0.570095196	27261356	26911256
GXL_9317	LC	GXL	Duroc	1.599733255	0.568615581	28220688	27852556
GXL_9463	LC	GXL	Duroc	2.141442931	0.776316987	40559876	40185924
GXL_9961	LC	GXL	Duroc	1.41677683	0.419055548	19889036	19488194
GXL_9962	LC	GXL	Duroc	1.723000544	0.613208073	33650256	33008308
GXL_9966	LC	GXL	Duroc	1.39402999	0.42570308	23192160	22315238
GXL_10040	LC	GXL	Duroc	1.538062874	0.517655967	23682420	23372460
GXL_10143	LC	GXL	Duroc	1.69745298	0.620634889	25582132	25365936
GXL_10174	LC	GXL	Duroc	1.69322232	0.604362616	29736928	29353248
GXL_10176	LC	GXL	Duroc	1.479344633	0.496375884	21017332	20733592
GXL_10199	LC	GXL	Duroc	1.659997855	0.603279147	23237602	23030582
GXL_10789	LC	GXL	Duroc	1.571379381	0.5261115	27213730	26711840
GXL_10861	LC	GXL	Duroc	1.558774357	0.545776905	20363746	20182042
GXL_10938	LC	GXL	Duroc	1.670830554	0.610141844	23791652	23578354
GXL_10941	LC	GXL	Duroc	1.643708409	0.600839997	23728962	23518326
GXL_11315	LC	GXL	Duroc	1.542231833	0.508831278	24495862	24033512
GXL_11323	LC	GXL	Duroc	1.591202311	0.538305723	27565220	27085332
GXL_11651	LC	GXL	Duroc	1.546155105	0.335018606	29067840	28528436
GXL_11670	LC	GXL	Duroc	1.433532285	0.472183089	19334604	19085382
GXL_11714	LC	GXL	Duroc	2.280536153	0.806562724	45624586	45191386
GXL_11720	LC	GXL	Duroc	1.611333554	0.567622317	21816730	21609354
GXL_12036	LC	GXL	Duroc	1.562267624	0.534070801	24915136	24598864
GXL_12037	LC	GXL	Duroc	1.501123282	0.49138106	22321872	22037150
GXL_12038	LC	GXL	Duroc	1.646147252	0.566573079	30273678	29732080
GXL_12100	LC	GXL	Duroc	1.565039906	0.559796388	20527584	20335000
GXL_12278	LC	GXL	Duroc	1.592931858	0.555773137	20646290	20455568
GXL_12940	LC	GXL	Duroc	2.536936414	0.846615307	51669352	51209826
GXL_12985	LC	GXL	Duroc	1.560476865	0.524470967	25743428	25411192
GXL_12986	LC	GXL	Duroc	1.575835889	0.537553502	25533440	25183134
GXL_13118	LC	GXL	Duroc	1.499472214	0.493256198	20944212	20672070
GXL_13164	LC	GXL	Duroc	1.625907496	0.576651102	22335722	22142510
GXL_13198	LC	GXL	Duroc	1.564292291	0.54470337	20450674	20271626
GXL_13690	LC	GXL	Duroc	1.609056123	0.564449918	26703138	26316972
GXL_13726	LC	GXL	Duroc	1.656195372	0.579903457	30782108	30223170
GXL_14062	LC	GXL	Duroc	1.597856844	0.54366196	28415746	28002758
GXL_14067	LC	GXL	Duroc	1.551788574	0.524415203	23719470	23419906
GXL_588	ULC	GXL	Duroc	1.197493323	0.218057716	7872804	7791024
GXL_610	ULC	GXL	Duroc	1.202309461	0.214584342	7794776	7719292
GXL_983	ULC	GXL	Duroc	1.240756833	0.256668763	12984288	12902138
GXL_1740	ULC	GXL	Duroc	1.216306738	0.245015878	10154260	10060560
GXL_1749	ULC	GXL	Duroc	1.234507669	0.234401023	9685808	9592306
GXL_1816	ULC	GXL	Duroc	1.178305163	0.188290543	6810994	6748516
GXL_2014	ULC	GXL	Duroc	1.220376155	0.237892856	11939964	11851028
GXL_2015	ULC	GXL	Duroc	1.215590352	0.234253872	11742668	11666228
GXL_2017	ULC	GXL	Duroc	1.244681757	0.26461337	13522200	13433050
GXL_2657	ULC	GXL	Duroc	1.204008755	0.224533978	8287570	8206598
GXL_2658	ULC	GXL	Duroc	1.247267824	0.28026606	11409632	11311998
GXL_2815	ULC	GXL	Duroc	1.230328937	0.242303702	12475422	12388850
GXL_3414	ULC	GXL	Duroc	1.210924264	0.239881002	9099490	9010822
GXL_4167	ULC	GXL	Duroc	1.214679993	0.241103186	9152436	9064420
GXL_4168	ULC	GXL	Duroc	1.221037388	0.250759195	9706084	9612390
GXL_4340	ULC	GXL	Duroc	1.247129968	0.258324535	13067294	12981262
GXL_4351	ULC	GXL	Duroc	1.234984743	0.2639051	10386032	10315818
GXL_4834	ULC	GXL	Duroc	1.221082297	0.235696709	9196976	9114940
GXL_4839	ULC	GXL	Duroc	1.211165111	0.238642474	9112664	9019330
GXL_4897	ULC	GXL	Duroc	1.193660625	0.216268933	8892832	8810694
GXL_5061	ULC	GXL	Duroc	1.256239508	0.277143588	10989046	10909776
GXL_5073	ULC	GXL	Duroc	1.212775968	0.245305909	9524630	9437254
GXL_5775	ULC	GXL	Duroc	1.246629406	0.272772	10938998	10855056
GXL_6292	ULC	GXL	Duroc	1.18297409	0.210738423	9085204	8999430
GXL_6294	ULC	GXL	Duroc	1.189414382	0.221312783	9483160	9402496
GXL_6295	ULC	GXL	Duroc	1.269166531	0.294468285	11366366	11274032
GXL_6347	ULC	GXL	Duroc	1.211469795	0.239183821	9670336	9574784
GXL_6350	ULC	GXL	Duroc	1.241820925	0.272353853	10673064	10591706
GXL_6452	ULC	GXL	Duroc	1.261716036	0.291370006	11629270	11540018
GXL_6521	ULC	GXL	Duroc	1.131837953	0.140107843	3597802	3511658
GXL_6531	ULC	GXL	Duroc	1.212496237	0.231820186	13241722	13154860
GXL_6532	ULC	GXL	Duroc	1.22385451	0.250059083	13619804	13531174
GXL_6533	ULC	GXL	Duroc	1.233781628	0.243807162	12083200	12005354
GXL_6534	ULC	GXL	Duroc	1.267640573	0.299524274	13550084	13431930
GXL_7110	ULC	GXL	Duroc	1.243752691	0.243841887	9544086	9470538
GXL_7112	ULC	GXL	Duroc	1.218977699	0.256561024	9987704	9891426
GXL_7274	ULC	GXL	Duroc	1.239816101	0.248055886	12059576	11975736
GXL_7760	ULC	GXL	Duroc	1.265348866	0.300796196	12341306	12238788
GXL_7824	ULC	GXL	Duroc	1.242734591	0.238772333	9317672	9228014
GXL_7984	ULC	GXL	Duroc	1.261090398	0.276459504	10114484	10031666
GXL_7985	ULC	GXL	Duroc	1.232057082	0.24759292	13210112	13124670
GXL_7986	ULC	GXL	Duroc	1.241210589	0.252477964	12171484	12094138
GXL_7987	ULC	GXL	Duroc	1.248786693	0.265029876	13463388	13375796
GXL_8491	ULC	GXL	Duroc	1.257741324	0.288317785	11547134	11460736
GXL_8562	ULC	GXL	Duroc	1.197021468	0.223729375	9194850	9106812
GXL_8707	ULC	GXL	Duroc	1.233610137	0.239026379	11693676	11614998
GXL_9231	ULC	GXL	Duroc	1.217473621	0.236052429	9350652	9258688
GXL_9238	ULC	GXL	Duroc	1.220134872	0.250584505	9853410	9753424
GXL_9240	ULC	GXL	Duroc	1.249128875	0.258038639	10284786	10197526
GXL_9650	ULC	GXL	Duroc	1.26864823	0.295453917	11916652	11824250
GXL_9975	ULC	GXL	Duroc	1.195577618	0.223712882	8617206	8536946
GXL_10036	ULC	GXL	Duroc	1.252982688	0.280562325	11009036	10918618
GXL_10206	ULC	GXL	Duroc	1.197690147	0.208946053	10196890	10129774
GXL_10730	ULC	GXL	Duroc	1.207471731	0.231715634	9136896	9062192
GXL_10790	ULC	GXL	Duroc	1.175398306	0.201577418	7657922	7579280
GXL_10926	ULC	GXL	Duroc	1.208834891	0.231093258	10745080	10638384
GXL_10928	ULC	GXL	Duroc	1.235244758	0.254976409	13176530	13087006
GXL_11472	ULC	GXL	Duroc	1.202310964	0.232431326	9018290	8931174
GXL_11473	ULC	GXL	Duroc	1.296100347	0.322338232	11735776	11638728
GXL_11705	ULC	GXL	Duroc	1.269761827	0.284952794	10827572	10748186
GXL_11709	ULC	GXL	Duroc	1.223683217	0.243804819	13260720	13169254
GXL_11713	ULC	GXL	Duroc	1.215008943	0.2435506	9572454	9499972
GXL_12206	ULC	GXL	Duroc	1.246601673	0.267792064	10262488	10177780
GXL_12430	ULC	GXL	Duroc	1.226885396	0.229795226	11181700	11110194
GXL_13155	ULC	GXL	Duroc	1.26800651	0.293629186	11890398	11791092
GXL_13157	ULC	GXL	Duroc	1.286891001	0.296218911	11691230	11602546
GXL_13691	ULC	GXL	Duroc	1.245458651	0.275339674	10956336	10867626
GXL_13725	ULC	GXL	Duroc	1.20397085	0.226393288	8403584	8323146
GXL_13729	ULC	GXL	Duroc	1.234579482	0.256662415	10312746	10210062
GXL_13732	ULC	GXL	Duroc	1.244037685	0.275963248	10431544	10350128
GXL_13827	ULC	GXL	Duroc	1.221555692	0.22906418	11549920	11472486
GXL_13829	ULC	GXL	Duroc	1.242181961	0.258217205	13168854	13081140
GXL_14162	ULC	GXL	Duroc	1.200472282	0.232213787	8987226	8901914
GXH_223	LC	GXH	Duroc	1.628856003	0.566076767	26745974	26405408
GXH_445	LC	GXH	Duroc	1.672553303	0.617529929	25392014	25159452
GXH_553	LC	GXH	Duroc	1.554813276	0.542366245	20490350	20305166
GXH_598	LC	GXH	Duroc	1.572714792	0.542314187	24815388	24490588
GXH_625	LC	GXH	Duroc	1.604060837	0.572060837	21832532	21644874
GXH_675	LC	GXH	Duroc	1.44646621	0.454234877	19032516	18790472
GXH_695	LC	GXH	Duroc	1.672379411	0.613369808	24071320	23845330
GXH_913	LC	GXH	Duroc	1.635701632	0.587890739	22129756	21904850
GXH_931	LC	GXH	Duroc	1.599346344	0.577846102	21915948	21719878
GXH_1176	LC	GXH	Duroc	1.577834093	0.554764142	21155676	20967900
GXH_1376	LC	GXH	Duroc	1.505031178	0.514615877	22543490	22227728
GXH_1378	LC	GXH	Duroc	1.485316468	0.484662636	20721776	20463620
GXH_1389	LC	GXH	Duroc	1.594195104	0.563129633	20798798	20609314
GXH_1390	LC	GXH	Duroc	1.582731532	0.55908316	20765594	20577722
GXH_1634	LC	GXH	Duroc	1.565365488	0.555616479	20495308	20302620
GXH_1635	LC	GXH	Duroc	1.599157004	0.571572523	21192394	21014296
GXH_1737	LC	GXH	Duroc	1.508564224	0.496718222	22732110	22437476
GXH_1781	LC	GXH	Duroc	1.678690203	0.599510629	29200660	28821568
GXH_1855	LC	GXH	Duroc	1.625010636	0.578384924	22967964	22757292
GXH_1860	LC	GXH	Duroc	1.877809199	0.697118448	30832050	30533902
GXH_2037	LC	GXH	Duroc	1.673901756	0.606655071	23767204	23555388
GXH_2074	LC	GXH	Duroc	1.62877473	0.596094453	22962164	22766074
GXH_2301	LC	GXH	Duroc	1.529000119	0.538186186	19828258	19659444
GXH_2520	LC	GXH	Duroc	1.667318407	0.617423074	23657160	23447890
GXH_2631	LC	GXH	Duroc	1.552483331	0.550629939	20217054	20035244
GXH_2656	LC	GXH	Duroc	1.623189691	0.581510969	22776546	22581410
GXH_2741	LC	GXH	Duroc	1.613985597	0.575926484	21651328	21470838
GXH_2742	LC	GXH	Duroc	1.581984577	0.567821312	21418720	21231136
GXH_2839	LC	GXH	Duroc	1.440201832	0.439327651	19572336	19342418
GXH_2942	LC	GXH	Duroc	1.513644453	0.507671596	22504210	22210516
GXH_2944	LC	GXH	Duroc	1.682960823	0.616220735	31262560	30860528
GXH_3169	LC	GXH	Duroc	1.574154176	0.551475903	20304132	20127796
GXH_3170	LC	GXH	Duroc	1.564581479	0.547190065	20806466	20629658
GXH_3171	LC	GXH	Duroc	1.596510586	0.563678574	22067536	21869700
GXH_3174	LC	GXH	Duroc	1.532438362	0.533241896	20004520	19830992
GXH_3303	LC	GXH	Duroc	1.56365826	0.541975515	20321706	20138614
GXH_3384	LC	GXH	Duroc	1.603591054	0.56280355	21552996	21371688
GXH_3392	LC	GXH	Duroc	1.575354164	0.563744001	20795702	20615972
GXH_3593	LC	GXH	Duroc	1.586128821	0.572753495	21689034	21501462
GXH_3722	LC	GXH	Duroc	1.63740124	0.574774837	29003516	28637498
GXH_3806	LC	GXH	Duroc	1.568839477	0.548775273	20623076	20441532
GXH_4036	LC	GXH	Duroc	1.607840019	0.583872491	22751382	22550348
GXH_4139	LC	GXH	Duroc	1.616135171	0.570451886	26416868	26086446
GXH_4180	LC	GXH	Duroc	1.65754037	0.602581491	24091422	23871314
GXH_4253	LC	GXH	Duroc	1.620463304	0.572399386	27624546	27268642
GXH_1076	ULC	GXH	Duroc	1.268203821	0.29646923	11722564	11628006
GXH_1370	ULC	GXH	Duroc	1.207574887	0.239400965	9285064	9199720
GXH_2493	ULC	GXH	Duroc	1.242538412	0.270868158	10966250	10870126
GXH_2878	ULC	GXH	Duroc	1.209846719	0.210600609	8757712	8672444
GXH_2879	ULC	GXH	Duroc	1.209184971	0.233651574	8994674	8904938
GXH_3301	ULC	GXH	Duroc	1.257816013	0.282473786	11170882	11064746
GXH_3812	ULC	GXH	Duroc	1.232154703	0.255006739	9416634	9350618
GXH_3813	ULC	GXH	Duroc	1.253968912	0.27421822	10453548	10382492
GXH_4138	ULC	GXH	Duroc	1.199899985	0.232241915	8982652	8898126
GXH_4141	ULC	GXH	Duroc	1.205094892	0.232141296	9944252	9848486
