PC1	PC2	GRP	ID
-0.00624282	0.0033196	SHD	SHD_7319
-0.00958539	0.00274455	SHD	SHD_7324
-0.0122849	0.00462934	SHD	SHD_7333
-0.00996961	0.00533874	SHD	SHD_7342
-0.0104809	0.00195592	SHD	SHD_7357
-0.00787145	0.0026144	SHD	SHD_7372
-0.0067381	0.000268522	SHD	SHD_7382
-0.00852448	-0.000842725	SHD	SHD_7440
-0.0071818	0.00260265	SHD	SHD_7444
0.000282301	-0.00351271	SHD	SHD_7446
-0.000346601	-0.00534102	SHD	SHD_7467
-0.00754306	-0.00187216	SHD	SHD_7480
-0.00627743	-0.000798155	SHD	SHD_7488
-0.00936406	0.00475625	SHD	SHD_7499
-0.00914232	0.00497338	SHD	SHD_7559
-0.00444837	0.0045628	SHD	SHD_7574
-0.00506609	-0.000387474	SHD	SHD_7593
-0.0125399	0.00952344	SHD	SHD_7623
-0.00710547	0.00321475	SHD	SHD_7642
-0.00321584	0.00410992	SHD	SHD_7659
-0.00946988	0.00105689	SHD	SHD_7681
-0.00844529	0.00195492	SHD	SHD_7723
-0.0130445	0.0076092	SHD	SHD_7759
-0.0098826	0.00276878	SHD	SHD_7800
-0.00853299	0.00100958	SHD	SHD_7831
-0.010598	0.00309937	SHD	SHD_7833
-0.00322143	0.000293479	SHD	SHD_7868
-0.00690647	0.0020263	SHD	SHD_7887
-0.00597088	-0.0028362	SHD	SHD_7908
-0.00961121	0.00140867	SHD	SHD_7915
-0.0078336	0.00643359	SHD	SHD_7933
-0.00880792	0.00147693	SHD	SHD_7952
-0.00902522	0.00195974	SHD	SHD_7966
-0.0102776	0.00345595	SHD	SHD_8002
-0.00877156	0.00408666	SHD	SHD_8025
-0.0119856	0.00170142	SHD	SHD_8032
-0.0111594	0.00210653	SHD	SHD_8036
-0.00151401	0.00154279	SHD	SHD_8070
-0.0114559	0.00483459	SHD	SHD_8114
-0.00969886	0.00376271	SHD	SHD_8123
-0.00801674	0.000337706	SHD	SHD_8153
-0.00826993	0.00600257	SHD	SHD_8287
-0.0087366	0.00163804	SHD	SHD_8294
-0.00964764	0.00181372	SHD	SHD_8350
-0.009564	0.00457619	SHD	SHD_8367
-0.00713141	-0.00132721	SHD	SHD_8399
-0.0111784	0.00523942	SHD	SHD_8409
-0.00713554	-0.000804851	SHD	SHD_8421
-0.00981557	0.00176473	SHD	SHD_8427
-0.00916023	0.000145154	SHD	SHD_8442
-0.00976965	0.00614601	SHD	SHD_8450
-0.0112921	0.00353098	SHD	SHD_8452
-0.0112534	0.00296206	SHD	SHD_8465
-0.00899886	0.000863204	SHD	SHD_8470
-0.00947966	0.00224999	SHD	SHD_8583
-0.00800193	-0.000399835	SHD	SHD_8615
-0.00913817	0.00276196	SHD	SHD_8649
-0.00900568	0.00166008	SHD	SHD_8652
-0.00889744	0.00164406	SHD	SHD_8663
-0.00356137	-0.00389703	SHD	SHD_8673
-0.00355333	-0.00436382	SHD	SHD_8734
-0.00515834	0.000484355	SHD	SHD_8772
-0.0106591	0.0055167	SHD	SHD_8841
-0.0110916	0.00663804	SHD	SHD_8921
-0.00863519	0.00242441	SHD	SHD_8925
-0.00811822	0.00423054	SHD	SHD_8934
-0.00812788	0.00483565	SHD	SHD_8951
-0.00817729	0.00543523	SHD	SHD_8968
-0.0108827	0.00458762	SHD	SHD_8989
-0.00437974	-0.00337161	SHD	SHD_8997
-0.00877609	0.00142827	SHD	SHD_9004
-0.0102879	0.00403784	SHD	SHD_9013
-0.00204047	0.00530653	SHD	SHD_9053
-0.0109453	0.00525984	SHD	SHD_9159
-0.0101776	0.00437932	SHD	SHD_9163
-0.0106557	0.00306815	SHD	SHD_9175
-0.00751457	0.00641023	SHD	SHD_9178
-0.00646775	0.00140035	SHD	SHD_9193
-0.00767687	-0.00134437	SHD	SHD_9262
-0.0090126	0.00602854	SHD	SHD_9297
-0.00887118	0.00390412	SHD	SHD_9312
-0.00657275	0.00598445	SHD	SHD_9334
-0.00131865	-0.000291825	SHD	SHD_9338
-0.0039098	0.00157358	SHD	SHD_9341
-0.00966528	0.0035748	SHD	SHD_9425
-0.00532879	-0.00201021	SHD	SHD_9451
-0.00451947	0.00237535	SHD	SHD_9474
-0.000376523	-0.000156398	SHD	SHD_9478
-0.00686203	0.000462435	SHD	SHD_9512
-0.00124285	0.00408188	SHD	SHD_9523
-0.00900375	0.00304977	SHD	SHD_9544
-0.0110654	0.0043033	SHD	SHD_9588
-0.00833903	0.000113978	SHD	SHD_9637
-0.0101304	0.00406574	SHD	SHD_9735
-0.00867297	0.00215496	SHD	SHD_9736
-0.00918919	0.00294179	SHD	SHD_9760
-0.00480895	0.00265375	SHD	SHD_9763
-0.0071647	0.0014063	SHD	SHD_9782
-0.00588506	0.00296655	SHD	SHD_9811
-0.0059144	0.000113174	SHD	SHD_9904
-0.0117317	0.00227608	SHD	SHD_9925
-0.00916068	0.00311159	SHD	SHD_9926
-0.00908407	0.00333966	SHD	SHD_9949
-0.0031321	0.00104113	SHD	SHD_9964
-0.00807766	0.00610445	SHD	SHD_9967
-0.00989815	0.00477552	SHD	SHD_9971
-0.00827148	0.005138	SHD	SHD_9972
-0.00675039	0.00401313	SHD	SHD_9982
-0.00390849	-0.00221327	SHD	SHD_10054
-0.0106296	0.00190252	SHD	SHD_10097
0.00483733	-0.000672699	SHD	SHD_10107
-0.00904287	0.00420345	SHD	SHD_10124
-0.00382637	-0.00350683	SHD	SHD_10133
-0.0100128	0.00735733	SHD	SHD_10153
-0.00831668	0.000800023	SHD	SHD_10156
-0.00445794	-0.00362873	SHD	SHD_10157
-0.00908792	-0.000603108	SHD	SHD_10162
-0.0107188	0.0038561	SHD	SHD_10217
-0.0108929	0.00449252	SHD	SHD_10247
-0.00606593	0.00455187	SHD	SHD_10353
-0.00922886	0.00755663	SHD	SHD_10473
-0.0101898	0.000804897	SHD	SHD_10501
-0.00726042	0.0027362	SHD	SHD_10522
-0.0107667	0.00637751	SHD	SHD_10523
-0.0107201	0.00251767	SHD	SHD_10526
-0.00873892	0.00456463	SHD	SHD_10535
-0.00509977	0.00244181	SHD	SHD_10564
-0.00298011	-0.00343193	SHD	SHD_10615
-0.0129049	0.00631431	SHD	SHD_10623
-0.00832482	0.00386705	SHD	SHD_10645
-0.00705579	0.00187506	SHD	SHD_10745
-0.0075512	0.000190065	SHD	SHD_10746
-0.00862339	0.000835092	SHD	SHD_10751
-0.00974549	0.0028927	SHD	SHD_10768
-0.00857065	0.00367613	SHD	SHD_10815
-0.0115287	0.00125193	SHD	SHD_10833
-0.00883264	0.00357667	SHD	SHD_10953
-0.0108901	0.00742734	SHD	SHD_10968
-0.00412334	0.00213808	SHD	SHD_10974
-0.011398	0.00501243	SHD	SHD_10988
-0.0127904	0.00571568	SHD	SHD_10992
-0.0105281	0.0042137	SHD	SHD_11060
-0.00468002	0.00159965	SHD	SHD_11130
-0.0109184	0.00272516	SHD	SHD_11136
-0.0102305	0.00294839	SHD	SHD_11149
-0.00995029	0.0039485	SHD	SHD_11172
-0.00734218	0.00561983	SHD	SHD_11209
-0.00334575	0.00127919	SHD	SHD_11298
-0.0105293	0.00307711	SHD	SHD_11360
-0.0104688	0.0039042	SHD	SHD_11365
-0.0072269	-0.00243646	SHD	SHD_11416
-0.0116121	0.00662432	SHD	SHD_11546
-0.00513804	0.000640136	SHD	SHD_11565
-0.00517431	0.00290718	SHD	SHD_11580
-0.0106721	0.00528182	SHD	SHD_11602
-0.00920672	0.000505253	SHD	SHD_11621
-0.0104483	0.00217852	SHD	SHD_11633
-0.00618873	-0.000242371	SHD	SHD_11647
-0.0102083	0.00179797	SHD	SHD_11653
-0.0102745	0.00250799	SHD	SHD_11663
-0.00552016	0.00045774	SHD	SHD_11724
-0.00322414	-0.00147638	SHD	SHD_11745
-0.0107241	0.00524366	SHD	SHD_11817
-0.0081938	0.00644636	SHD	SHD_11839
-0.00982126	0.00455249	SHD	SHD_11849
-0.00912136	-0.000822706	SHD	SHD_11853
-0.0101237	0.00677919	SHD	SHD_11882
-0.00745681	3.90897e-06	SHD	SHD_11942
-0.00756052	0.00100944	SHD	SHD_11979
-0.00777807	0.004367	SHD	SHD_12030
-0.0110357	0.00103942	SHD	SHD_12048
-0.0096355	0.0019564	SHD	SHD_12062
-0.0124806	0.00632402	SHD	SHD_12128
-0.00853916	0.000868697	SHD	SHD_12153
-0.00614614	-0.000537034	SHD	SHD_12178
-0.00547505	0.000541862	SHD	SHD_12180
-0.00214451	-0.00460792	SHD	SHD_12214
-0.0066017	0.00148466	SHD	SHD_12336
-0.0106801	0.0013074	SHD	SHD_12377
-0.00781242	0.00321264	SHD	SHD_12474
-0.0122269	0.00464574	SHD	SHD_12498
-0.00686833	0.00224665	SHD	SHD_12564
-0.00900975	-0.000412544	SHD	SHD_12610
-0.00552209	0.0035329	SHD	SHD_12644
-0.0111447	0.00422259	SHD	SHD_12727
-0.0116898	0.0023484	SHD	SHD_12855
-0.00633798	-2.77155e-05	SHD	SHD_12885
-0.00789136	0.00248674	SHD	SHD_12935
-0.00764864	0.00434111	SHD	SHD_12957
-0.00592433	-0.0016799	SHD	SHD_13091
-0.0120204	0.00365404	SHD	SHD_13109
-0.0111195	0.00440608	SHD	SHD_13150
-0.00739424	0.00182238	SHD	SHD_13372
-0.0118103	0.00382436	SHD	SHD_13417
-0.00932528	0.00529623	SHD	SHD_13424
-0.00951292	0.00292237	SHD	SHD_13471
-0.00639931	0.00318766	SHD	SHD_13492
-0.00665731	0.00218017	SHD	SHD_13523
-0.00760434	0.0040393	SHD	SHD_13572
-0.00958848	0.0016216	SHD	SHD_13600
-0.00984406	0.00502777	SHD	SHD_13650
-0.0112904	0.00598982	SHD	SHD_13660
-0.00951224	0.000423366	SHD	SHD_13673
-0.0111909	0.00340098	SHD	SHD_13776
-0.00917511	0.00283001	SHD	SHD_13892
-0.0103238	0.00794913	SHD	SHD_13898
-0.00785722	0.000303365	SHD	SHD_13907
-0.00747149	-0.000946871	SHD	SHD_13947
-0.00805607	0.00353405	SHD	SHD_13969
-0.0129137	0.00633825	SHD	SHD_13980
-0.00608593	0.00185624	SHD	SHD_14002
-0.010777	0.00505657	SHD	SHD_14028
-0.00975601	0.00511859	SHD	SHD_14120
-0.0104621	0.00368965	SHD	SHD_14219
-0.0130896	0.00670972	SHD	SHD_14358
-0.00834364	0.00396215	SHD	SHD_14362
-0.00527225	-0.00597387	SHD	SHD_14374
-0.0089711	0.000166327	SHD	SHD_14407
-0.010384	0.00599257	SHD	SHD_14425
-0.0110334	0.00812928	SHD	SHD_14430
-0.011922	0.00502193	SHD	SHD_14458
-0.00782476	0.000818241	SHD	SHD_14474
-0.00690484	-0.000546711	SHD	SHD_14480
-0.00620088	-4.33862e-05	SHD	SHD_14489
-0.009144	0.00340099	SHD	SHD_14654
-0.00657233	0.00263062	SHD	SHD_14762
-0.0033266	0.000766467	SHD	SHD_14781
-0.00705494	0.00265861	SHD	SHD_14790
-0.00636183	0.00148025	SHD	SHD_14822
-0.00594111	0.00118778	SHD	SHD_14922
-0.00934897	0.00491311	SHD	SHD_14925
-0.00608503	0.000382487	SHD	SHD_14943
-0.00810183	0.00507255	SHD	SHD_14966
-0.00508114	0.00163122	SHD	SHD_15170
-0.00228235	0.00297353	SHD	SHD_15203
-0.0104913	0.0026115	SHD	SHD_15247
-0.00790189	0.00513298	SHD	SHD_15312
-2.67899e-06	-0.00569421	SHD	SHD_15404
-0.00795523	0.00202425	SHD	SHD_15409
-0.00886876	0.00306566	SHD	SHD_15437
-0.00575233	0.000552332	SHD	SHD_15466
-0.00819132	0.00270554	SHD	SHD_15467
-0.0112876	0.00190346	SHD	SHD_15473
-0.00887923	0.00346819	SHD	SHD_15486
-0.00633038	0.0014361	SHD	SHD_15510
-0.00363436	-0.0034161	SHD	SHD_15522
-0.00350303	-0.000284636	SHD	SHD_15580
-0.000875631	-0.00330603	SHD	SHD_15616
-0.0110747	0.00448919	SHD	SHD_15669
-0.0107546	0.00582243	SHD	SHD_15691
-0.00789535	0.00193693	SHD	SHD_15752
-0.00736824	0.00650934	SHD	SHD_15759
-0.00752711	0.00314735	SHD	SHD_15765
-0.00467473	0.00545432	SHD	SHD_15778
-0.00939269	0.00288204	SHD	SHD_15789
-0.00254698	-0.000428852	SHD	SHD_15816
-0.0103582	0.00490539	SHD	SHD_15865
-0.00747714	0.00268862	SHD	SHD_15918
-0.00419495	-0.000508181	SHD	SHD_15958
-0.00951077	0.00766691	SHD	SHD_15970
-0.00882601	0.00465738	SHD	SHD_15993
-0.0104275	0.0061042	SHD	SHD_16038
-0.0132169	0.0073594	SHD	SHD_16087
-0.0033191	-0.00277351	SHD	SHD_16112
-0.00826248	0.00267557	SHD	SHD_16152
-0.0122126	0.0055437	SHD	SHD_16232
-0.00902199	0.00524749	SHD	SHD_16258
-0.01225	0.00421172	SHD	SHD_16267
-0.0098387	0.00180799	SHD	SHD_16327
-0.00914028	0.00238886	SHD	SHD_16426
-0.00760922	0.00171671	SHD	SHD_16429
-0.00770407	0.00256029	SHD	SHD_16439
-0.00924842	0.00445075	SHD	SHD_16459
-0.011692	0.00414939	SHD	SHD_16485
-0.0106584	0.00581506	SHD	SHD_16509
-0.00508823	0.00249926	SHD	SHD_16529
-0.0111342	0.00243204	SHD	SHD_16531
-0.000264657	-0.000717185	SHD	SHD_16558
-0.00900148	0.00132102	SHD	SHD_16581
-0.00855957	0.000580715	SHD	SHD_16582
-0.00851055	0.0042344	SHD	SHD_16758
-0.010161	0.00161918	SHD	SHD_16763
-0.0088034	-0.000376519	SHD	SHD_16786
-0.0104548	0.000157144	SHD	SHD_16882
-0.00789732	0.00459063	SHD	SHD_16901
-0.00840794	0.00316264	SHD	SHD_16911
-0.00980573	0.00345488	SHD	SHD_16931
-0.00452781	0.00167961	SHD	SHD_16937
-0.00696087	-0.00455449	SHD	SHD_16972
-0.00815152	0.000996203	SHD	SHD_17022
-0.0128609	0.00892133	SHD	SHD_17067
0.00665571	-0.00415671	SHD	SHD_17101
-0.0108519	0.00173054	SHD	SHD_17106
-0.0091071	0.00565483	SHD	SHD_17198
-0.00941426	0.00511286	SHD	SHD_17218
-0.00460303	-0.00236362	SHD	SHD_17219
-0.0103362	0.00408178	SHD	SHD_17241
-0.00592871	0.00243536	SHD	SHD_17257
-0.00877476	0.00522428	SHD	SHD_17312
-0.00751843	0.00766851	SHD	SHD_17342
-0.00641382	0.0015484	SHD	SHD_17364
-0.0108427	0.00465567	SHD	SHD_17372
-0.0053588	0.00388872	SHD	SHD_17412
-0.0118069	0.00405531	SHD	SHD_17415
-0.00626647	-0.000382193	SHD	SHD_17482
-0.00699657	0.0015015	SHD	SHD_17484
-0.011435	0.00738982	SHD	SHD_17554
-0.00790707	-5.94884e-05	SHD	SHD_17627
-0.0086943	0.00418828	SHD	SHD_17709
-0.0074734	0.00166363	SHD	SHD_17802
-0.00559807	0.00121222	SHD	SHD_17864
-0.00904999	0.00406566	SHD	SHD_17906
-0.00678607	0.000855725	SHD	SHD_17954
-0.00539978	-0.000877737	SHD	SHD_17993
0.00225061	-0.00131961	SHD	SHD_18027
-0.00610739	0.00214528	SHD	SHD_18148
-0.0114699	0.000668265	SHD	SHD_18149
-0.00864697	0.00107047	SHD	SHD_18155
-0.00512717	-0.0031255	SHD	SHD_18218
-0.00668622	-0.00115609	SHD	SHD_18237
-0.00642306	0.00067597	SHD	SHD_18244
-0.00427523	0.00258668	SHD	SHD_18262
-0.00767882	0.00261264	SHD	SHD_18263
-0.00663716	0.00133977	SHD	SHD_18357
-0.00805462	0.00144217	SHD	SHD_18416
-0.0106685	0.0057098	SHD	SHD_18420
-0.00215222	-0.00305579	SHD	SHD_18526
-0.0100624	0.00130968	SHD	SHD_18534
-0.0104707	0.00619328	SHD	SHD_18665
-0.00693979	0.00167316	SHD	SHD_18669
-0.0086713	0.00466436	SHD	SHD_18690
-0.00778375	0.000190322	SHD	SHD_18843
-0.00970503	0.00817111	SHD	SHD_18874
-0.00872722	0.00114089	SHD	SHD_18894
-0.000488842	-0.00395278	SHD	SHD_18959
-0.00722398	0.00192552	SHD	SHD_19239
-0.00768249	0.00223869	SHD	SHD_19270
-0.00902989	0.0060965	SHD	SHD_19276
-0.00824929	0.00122504	SHD	SHD_19432
-0.00929363	0.00358096	SHD	SHD_19456
-0.00355548	0.00164501	SHD	SHD_19688
-0.00825607	0.00288808	SHD	SHD_19707
-0.0058562	0.00236959	SHD	SHD_19755
-0.0125508	0.00479967	SHD	SHD_19763
-0.00654353	0.00104261	SHD	SHD_19801
-0.00687367	0.00492227	SHD	SHD_19839
-0.00916258	0.00182946	SHD	SHD_19908
-0.00424432	-0.00150385	SHD	SHD_19910
-0.00843783	0.00219686	SHD	SHD_19928
-0.00833439	0.00238745	SHD	SHD_19987
-0.00670059	0.00243185	SHD	SHD_19990
-0.00539745	0.000823786	SHD	SHD_20066
-0.00867539	0.00315326	SHD	SHD_20101
-0.00866441	0.00200418	SHD	SHD_20120
-0.00713827	0.00103559	SHD	SHD_20209
-0.00740783	0.00282244	SHD	SHD_20280
-0.00602416	0.000508797	SHD	SHD_20284
-0.00925781	-0.000969028	SHD	SHD_20295
-0.0017979	-0.00134957	SHD	SHD_20307
-0.00973944	0.00159861	SHD	SHD_20393
-0.00892373	0.00164336	SHD	SHD_20399
-0.00940918	0.000425045	SHD	SHD_20407
-0.00441748	0.00350165	SHD	SHD_20435
-0.00958015	0.00549166	SHD	SHD_20448
-0.00848756	0.00557046	SHD	SHD_20473
-0.00820261	0.00176513	SHD	SHD_20514
-0.00841105	0.00253985	SHD	SHD_20541
-0.00976821	0.00241135	SHD	SHD_20559
-0.00858885	-0.00235024	SHD	SHD_20587
-0.00759369	0.00372993	SHD	SHD_20634
-0.00783875	0.00019465	SHD	SHD_20753
-0.00595321	0.00228258	SHD	SHD_20760
-0.0106462	0.00868773	SHD	SHD_20767
-0.0100896	0.00444177	SHD	SHD_20799
-0.0101668	0.0051168	SHD	SHD_20857
-0.00165536	0.000835685	SHD	SHD_20953
-0.00984826	0.00592126	SHD	SHD_20981
-0.00398144	-0.00187554	SHD	SHD_20983
-0.00508699	-0.00470315	SHD	SHD_21006
-0.00902643	-0.000419306	SHD	SHD_21090
-0.00893915	0.00463367	SHD	SHD_21119
-0.00673296	0.00199541	SHD	SHD_21147
-0.00705369	0.000712832	SHD	SHD_21265
-0.00659797	0.00432068	SHD	SHD_21267
-0.010506	0.00859501	SHD	SHD_21414
-0.00349321	-9.74878e-05	SHD	SHD_21445
-0.00857586	0.0063725	SHD	SHD_21538
-0.00573561	-0.000187231	SHD	SHD_21552
-0.00892776	0.00335595	SHD	SHD_21557
-0.00790519	-0.00192952	SHD	SHD_21566
-0.00857465	0.00654071	SHD	SHD_21579
-0.00709415	0.00295214	SHD	SHD_21588
-0.00853862	5.05917e-06	SHD	SHD_21652
-0.00813886	0.00346239	SHD	SHD_21667
-0.00637321	-0.00123494	SHD	SHD_21671
-0.0084587	0.00588678	SHD	SHD_21675
-0.0109983	0.0063812	SHD	SHD_21676
-0.0049236	0.000747792	SHD	SHD_21701
-0.00665984	0.00501857	SHD	SHD_21797
-0.00499862	0.00028236	SHD	SHD_21842
-0.0103591	0.00538621	SHD	SHD_21844
-0.005449	-0.00346192	SHD	SHD_21864
-0.00498395	-0.0054221	SHD	SHD_21933
-0.0104869	0.00350368	SHD	SHD_21951
-0.0104954	0.00395238	SHD	SHD_21966
0.00140122	-0.000991342	SHD	SHD_22129
-0.011371	-6.08798e-05	SHD	SHD_22159
-0.00847963	0.00094219	SHD	SHD_22308
-0.00781644	0.00564641	SHD	SHD_22329
-0.00430346	-0.00495155	SHD	SHD_22365
-0.0107561	0.0048643	SHD	SHD_22521
-0.0108407	0.00161786	SHD	SHD_22563
-0.00864231	0.00510033	SHD	SHD_22566
-0.00966934	0.000654444	SHD	SHD_22595
-0.00510468	0.00153505	SHD	SHD_22716
-0.0129483	0.00598505	SHD	SHD_22733
-0.00508339	-0.000992597	SHD	SHD_22760
-0.00675837	0.000843456	SHD	SHD_22989
-0.00909675	0.000967392	SHD	SHD_22997
-0.00780367	0.00384482	SHD	SHD_23001
-0.00887406	0.00384472	SHD	SHD_23032
-0.00731574	0.00214777	SHD	SHD_23044
-0.00907598	0.00587722	SHD	SHD_23082
-0.0109409	0.00369099	SHD	SHD_23136
-0.00715917	0.00102291	SHD	SHD_23139
-0.01055	0.00342623	SHD	SHD_23218
-0.0105832	0.00787649	SHD	SHD_23306
-0.00904909	-0.000271721	SHD	SHD_23556
-0.00283804	-0.00147284	SHD	SHD_23565
-0.00898164	0.00109371	SHD	SHD_23589
-0.00860941	0.00152912	SHD	SHD_23672
-0.0123594	0.00622304	SHD	SHD_23679
-0.0120656	0.00570002	SHD	SHD_23771
-0.00740162	0.00836974	SHD	SHD_23818
-0.00707552	0.00151853	SHD	SHD_23823
-0.00907543	0.00140848	SHD	SHD_23853
-0.0103038	0.00505945	SHD	SHD_23856
-0.0108207	0.00137896	SHD	SHD_23868
-0.0111315	0.00462491	SHD	SHD_23969
-0.00747088	0.00218782	SHD	SHD_23970
-0.00907618	0.000663029	SHD	SHD_24057
-0.00890151	0.00495512	SHD	SHD_24067
-0.0105925	0.00503035	SHD	SHD_24073
-0.00996063	0.00613543	SHD	SHD_24078
-0.00737665	0.00504231	SHD	SHD_24085
-0.0104299	0.00245082	SHD	SHD_24191
-0.00504966	0.000847342	SHD	SHD_24355
-0.00959518	0.00259549	SHD	SHD_24393
-0.00868765	0.00524707	SHD	SHD_24399
-0.00793213	0.00243574	SHD	SHD_24428
-0.00711605	0.00212999	SHD	SHD_24434
-0.00924856	0.00231336	SHD	SHD_24438
-0.00943765	0.00608708	SHD	SHD_24443
-0.0104586	0.00342576	SHD	SHD_24495
-0.00798391	0.00115269	SHD	SHD_24546
-0.00970706	0.00391888	SHD	SHD_24557
-0.0106269	0.00485055	SHD	SHD_24609
-0.00885233	0.00303878	SHD	SHD_24625
-0.00968854	0.000798978	SHD	SHD_24627
-0.00555374	-0.00282057	SHD	SHD_24659
-0.00594901	0.00101615	SHD	SHD_24705
-0.00843913	-0.000111294	SHD	SHD_24754
-0.00756907	0.00271982	SHD	SHD_24757
-0.00515699	0.00168403	SHD	SHD_24810
-0.00956582	0.00355509	SHD	SHD_25073
-0.0069315	0.00176622	SHD	SHD_25089
-0.00760541	-0.00132824	SHD	SHD_25112
-0.00971695	0.00248238	SHD	SHD_25182
-0.00764318	0.00529661	SHD	SHD_25187
-0.0121284	0.00473811	SHD	SHD_25216
-0.0097173	0.000685698	SHD	SHD_25225
-0.00764	0.00482289	SHD	SHD_25239
-0.00767843	0.000247174	SHD	SHD_25245
-0.00449248	-0.00278701	SHD	SHD_25297
-0.00385826	0.00392659	SHD	SHD_25313
-0.00933139	0.0074322	SHD	SHD_25388
-0.00689012	0.000248677	SHD	SHD_25402
-0.00874856	0.0025563	SHD	SHD_25461
-0.00642984	0.00360991	SHD	SHD_25491
-0.00966839	0.00240266	SHD	SHD_25494
-0.0107087	0.00584105	SHD	SHD_25514
-0.0105777	0.00668041	SHD	SHD_25519
-0.00925744	0.00160486	SHD	SHD_25584
-0.00671782	-0.00109985	SHD	SHD_25637
-0.00992531	0.00327302	SHD	SHD_25669
-0.00867955	0.00274693	SHD	SHD_25785
-0.00857874	0.00347138	SHD	SHD_25820
-0.0113628	0.00275193	SHD	SHD_25823
-0.0101918	0.00219554	SHD	SHD_25868
-0.0116068	0.00721895	SHD	SHD_25880
-0.0103375	0.00274108	SHD	SHD_25986
-0.0108616	0.00177199	SHD	SHD_25997
-0.00708988	0.00159238	SHD	SHD_25999
-0.0090811	0.00546034	SHD	SHD_26062
-0.00891626	0.00341063	SHD	SHD_26106
-0.00904249	0.00544881	SHD	SHD_26165
-0.00707896	-0.00160396	SHD	SHD_26229
-0.00607503	0.000365361	SHD	SHD_26274
-0.00675438	0.00306316	SHD	SHD_26322
-0.0102	0.00490005	SHD	SHD_26334
-0.0107201	0.00519824	SHD	SHD_26348
-0.0100448	-0.00144869	SHD	SHD_26472
-0.00958054	0.00764251	SHD	SHD_26554
-0.00825548	0.0054133	SHD	SHD_26601
-0.0102478	0.00550116	SHD	SHD_26605
-0.00490842	0.000718548	SHD	SHD_26631
-0.00627199	-0.00186356	SHD	SHD_26644
-0.011854	0.0055199	SHD	SHD_26646
-0.00689526	0.000787919	SHD	SHD_26654
-0.00841583	0.000125147	SHD	SHD_26660
-0.0080834	0.00613149	SHD	SHD_26683
-0.00690245	0.00298188	SHD	SHD_26705
-0.00583693	-0.00233799	SHD	SHD_26725
-0.00969149	0.00371351	SHD	SHD_26731
-0.0115747	0.00284991	SHD	SHD_26739
-0.00887621	0.00673448	SHD	SHD_26785
-0.00501189	0.00337832	SHD	SHD_26790
-0.00636859	0.00416477	SHD	SHD_26822
-0.00675825	0.00154154	SHD	SHD_26836
-0.00589341	-0.0026878	SHD	SHD_26877
-0.00366484	-0.00306085	SHD	SHD_26946
-0.00406343	-0.00439292	SHD	SHD_26975
-0.0120116	0.00358997	SHD	SHD_26980
0.000433429	0.000591557	SHD	SHD_26990
-0.00932948	0.00499618	SHD	SHD_26991
-0.00339573	0.000563322	SHD	SHD_27039
-0.00919548	0.00633897	SHD	SHD_27050
-0.00042351	-0.00387314	SHD	SHD_27131
-0.0118494	0.00485251	SHD	SHD_27244
-0.00714234	7.12637e-05	SHD	SHD_27251
-0.0116059	0.00187068	SHD	SHD_27279
-0.0082213	0.00179542	SHD	SHD_27301
-0.00211416	0.000620252	SHD	SHD_27327
-0.00943611	0.00461451	SHD	SHD_27424
-0.00927605	0.000192852	SHD	SHD_27452
-0.00495015	-0.00140964	SHD	SHD_27454
-0.00776692	0.00133209	SHD	SHD_27481
-0.0113984	0.00805181	SHD	SHD_27500
-0.00924888	0.00529459	SHD	SHD_27538
-0.00401991	-0.00473157	SHD	SHD_27576
-0.00676001	0.00138079	SHD	SHD_27593
-0.00716021	0.0026277	SHD	SHD_27642
-0.0102269	0.00355699	SHD	SHD_27645
-0.0069322	0.00267127	SHD	SHD_27781
-0.00701848	-0.00389852	SHD	SHD_27850
-0.0100197	0.00452421	SHD	SHD_27924
-0.0106737	0.00491043	SHD	SHD_28042
-0.00787584	0.000844641	SHD	SHD_28066
-0.0078382	-0.000336171	SHD	SHD_28139
-0.00559886	0.00085361	SHD	SHD_28145
-0.00573695	-0.00426428	SHD	SHD_28254
-0.00562175	0.000141993	SHD	SHD_28257
-0.0108322	0.00483864	SHD	SHD_28340
-0.00253233	-0.00119287	SHD	SHD_28839
-0.00647253	-0.00113601	SHD	SHD_28900
-0.00932162	0.00417072	SHD	SHD_28920
-0.00731539	0.000247298	SHD	SHD_29057
-0.0109201	0.00133919	SHD	SHD_29074
-0.0123924	0.00633887	SHD	SHD_29083
-0.0083057	0.00152433	SHD	SHD_29090
-0.00830742	0.0010592	SHD	SHD_29118
-0.00360569	0.000242028	SHD	SHD_29167
-0.00494009	0.0026241	SHD	SHD_29187
-0.0015236	0.00197361	SHD	SHD_29200
-0.00845702	0.00466833	SHD	SHD_29205
-0.000726013	-0.00547422	SHD	SHD_29207
-0.00623578	0.0036537	SHD	SHD_29274
-0.00951865	0.00365375	SHD	SHD_29287
-0.006016	0.00222244	SHD	SHD_29288
-0.0125154	0.00539415	SHD	SHD_29290
-0.00888655	0.00553429	SHD	SHD_29343
-0.0111552	0.00459923	SHD	SHD_29386
-0.00790706	0.0027131	SHD	SHD_29395
-0.00181511	-0.00379155	SHD	SHD_29423
-0.00701648	0.00221736	SHD	SHD_29488
-0.011432	0.00586626	SHD	SHD_29501
-0.00753284	0.00475023	SHD	SHD_29503
-0.00752362	0.00441709	SHD	SHD_29549
-0.0104798	0.00439411	SHD	SHD_29563
