Taxonomy	GXH_3171	GXH_2742	GXH_1176	GXH_3170	GXH_3392	GXH_3174	GXH_1634	GXH_2301	GXH_2741	GXH_3384	GXH_2520	GXH_1635	GXH_913	GXH_1390	GXH_2631	GXH_4036	GXH_1860	GXH_3303	GXH_2074	GXH_3806	GXH_3593	GXH_695	GXH_1389
Jeotgalicoccus	71	21	97	27	367	101	25	46	39	25	105	20	38	59	17	7	43	37	38	19	20	54	68
Macrococcus	48	16	121	22	112	107	69	125	76	98	128	85	148	72	33	42	58	66	93	70	12	137	117
Salinicoccus	126	40	144	159	181	111	146	187	114	74	325	119	197	101	22	70	367	28	126	98	136	190	86
Staphylococcus	1072	331	1807	315	1307	1075	1081	1253	920	721	853	1098	1084	1241	621	393	939	1513	1128	1174	308	857	712
Laceyella	39	36	87	34	152	54	151	87	95	48	61	116	69	199	142	40	47	99	74	73	69	104	130
Novibacillus	55	35	31	46	24	76	14	27	47	29	23	21	64	79	95	45	36	82	65	34	19	60	66
Exiguobacterium	112	72	372	234	140	225	195	278	161	321	139	211	254	204	158	69	228	231	185	171	56	231	219
Gemella	73	16	116	31	60	93	28	100	36	72	24	45	96	52	8	31	82	32	172	69	157	63	84
Aerococcus	360	56	601	103	1363	447	220	235	290	175	373	122	179	256	123	94	235	219	201	160	105	270	422
Carnobacterium	142	28	197	56	56	159	52	59	80	65	89	49	63	56	22	44	64	41	120	81	69	63	97
Jeotgalibaca	39	26	89	45	38	106	59	52	43	83	163	19	97	73	29	15	49	43	61	30	34	85	62
Marinilactibacillus	17	12	41	4	19	31	2	28	37	12	45	3	21	2	10	9	12	6	38	6	35	9	13
Enterococcus	20615	1106	20758	2164	8266	6446	4381	7014	3565	3483	5460	17620	5339	5867	2140	41213	4269	3750	6093	2056	5605	3042	3993
Melissococcus	26	2	39	1	11	15	5	13	27	2	28	15	31	16	1	1	5	12	11	15	8	13	15
Tetragenococcus	206	19	112	4	69	44	39	49	93	50	72	40	32	106	13	10	19	19	38	15	27	43	26
Vagococcus	41	36	196	15	54	113	45	37	113	30	148	47	89	26	13	73	17	68	176	41	141	20	83
Lactobacillus	28003	18895	308213	56545	40018	63240	99788	125918	74746	26382	221678	18324	10569	184936	21904	263645	18476	113624	357729	38590	47389	145801	132058
Pediococcus	300	57	2218	154	549	603	1685	9777	528	101	1117	195	139	439	50	129	74	244	243	82	53	245	303
Leuconostoc	73	17	462	83	80	222	115	232	133	66	340	83	125	130	80	34	45	142	165	68	179	55	96
Oenococcus	64	26	187	13	322	92	31	49	54	45	62	12	70	46	11	5	60	38	41	34	12	33	83
Weissella	283	86	1382	187	188	672	1888	5009	343	109	843	393	90	2426	128	145	79	299	210	111	119	183	268
Lactococcus	240	381	340	48	294	400	200	323	192	267	278	150	297	456	66	90	204	180	181	268	94	212	150
Streptococcus	7658	4468	74870	9159	23484	16415	13402	11203	10619	12693	21908	13244	13414	18341	3761	5714	7680	7901	13193	10280	15768	17333	22969
Christensenella	5277	2157	8202	2492	10263	9000	5792	6357	5032	4869	7027	4828	3205	6827	3199	4091	5002	5116	6608	6374	8442	4026	6628
Alkaliphilus	208	106	376	94	289	307	206	67	103	102	290	173	203	231	55	154	91	106	236	331	208	197	166
Candidatus Arthromitus	247	110	539	95	417	286	184	223	103	94	192	158	133	133	91	108	46	209	128	319	76	214	289
Clostridium	15699	5367	32228	4976	45691	17310	44496	12257	13379	8651	13472	11469	14065	16830	5667	7066	10355	14057	16090	13241	19584	12668	17709
Geosporobacter	219	87	217	100	116	334	389	202	82	432	469	270	179	276	126	82	112	113	413	272	292	229	248
Mordavella	4250	1718	8562	1748	15282	6885	12205	6932	6157	5094	15067	8175	8959	4972	1211	2437	4162	3173	4718	4820	5291	5580	7606
Mogibacterium	1116	215	1228	379	1353	734	908	865	690	724	552	1413	621	1125	652	1465	255	512	1220	353	1278	1531	1159
Carboxydocella	111	29	403	53	71	89	182	110	202	150	332	159	77	204	34	34	68	20	98	512	51	189	197
Thermaerobacter	833	210	1161	527	257	1178	763	1174	651	692	1859	636	829	719	330	444	2415	868	454	792	457	1082	826
Acetobacterium	589	81	670	84	300	325	219	214	179	170	333	294	319	304	534	166	153	148	207	243	137	171	324
Eubacterium	23050	14947	68496	6740	355898	70300	28780	64138	26957	21882	31541	31900	49872	44457	8581	12097	13321	54546	72426	13321	22316	21667	36751
Heliobacterium	541	232	1289	732	365	992	647	1197	645	841	709	1004	536	641	297	198	207	866	537	662	361	491	847
Fastidiosipila	510	41	269	48	574	249	86	128	127	69	30	282	158	88	32	33	72	87	75	98	134	96	150
Hungateiclostridium	906	260	1154	231	2280	1315	684	506	401	398	930	733	576	620	148	176	461	316	471	1177	388	435	866
Mageeibacillus	1189	241	1822	110	692	994	599	1088	556	350	171	1002	521	725	516	96	783	1079	1093	741	224	273	280
Pseudoclostridium	437	114	662	211	1285	352	562	417	566	278	721	464	688	519	154	90	197	252	220	213	225	427	566
Ruminiclostridium	205	24	285	98	1177	250	140	222	206	114	141	127	262	207	48	67	162	106	168	228	86	215	318
Thermoclostridium	207	52	316	85	185	182	240	267	226	230	151	84	284	190	157	52	340	339	383	314	76	210	148
Anaerostipes	1001	4932	2846	962	6803	5779	4635	2130	1983	3776	3096	4419	2763	5184	1372	4255	2718	2347	4989	3026	2650	3401	5560
Anaerotignum	2101	360	2790	1594	327	492	351	126	2559	4624	235	784	1591	888	122	406	890	956	2767	291	521	449	1689
Blautia	6717	4246	17856	3592	23443	15868	17501	10784	9092	8644	16872	14340	10943	11306	4524	5436	8577	12351	19990	8027	15346	10343	17831
Butyrivibrio	2222	846	2252	708	4179	3019	2580	5664	1869	2167	2055	2165	2490	18968	1178	2012	1322	1872	2522	2688	2718	2629	2408
Cellulosilyticum	456	98	289	154	339	147	137	184	147	129	253	165	175	278	151	202	182	155	280	155	202	201	232
Herbinix	398	93	411	55	905	514	212	278	184	251	392	267	258	273	78	152	153	170	365	309	578	402	531
Lachnoanaerobaculum	353	105	287	99	388	324	208	430	476	226	442	363	288	479	74	242	105	189	368	301	964	323	263
Lachnoclostridium	45652	334173	89496	353405	103680	212388	389735	506322	155419	274299	328831	225922	54508	386806	495172	1975868	72746	325536	859683	196298	393295	51046	288308
Roseburia	23710	11103	48355	17677	47318	23898	22252	17467	20491	21501	30561	28957	18790	38623	10369	21829	32123	31450	33161	31018	19147	116630	29880
Oscillibacter	103861	31363	99719	77995	43658	72126	184547	120266	62941	158120	140962	75448	93204	96299	30566	28628	163175	75505	55229	85010	34966	82469	118128
Candidatus Desulforudis	231	73	389	174	93	173	305	198	218	237	493	119	472	244	79	181	446	108	407	223	68	274	171
Dehalobacter	383	127	594	207	134	453	327	543	117	386	238	342	403	385	177	112	150	225	202	318	266	477	507
Dehalobacterium	428	150	1198	323	662	644	701	793	983	432	2070	643	562	925	403	291	623	874	512	816	240	311	302
Desulfallas	1186	220	1682	199	490	764	830	1122	471	489	195	979	407	835	466	34	1005	1231	707	1181	161	205	289
Desulfitobacterium	681	262	1132	353	861	889	759	817	800	556	1348	555	617	629	315	302	538	864	825	742	412	527	520
Desulfofarcimen	85	143	279	26	205	191	116	150	109	38	151	76	217	314	64	131	43	108	127	123	105	150	154
Desulfosporosinus	536	114	237	89	188	419	169	454	218	225	178	360	306	190	172	84	83	289	130	79	156	212	244
Desulfotomaculum	1087	265	2070	338	3954	1246	892	995	933	791	1011	776	603	1190	447	225	1388	966	992	1034	424	873	1254
Syntrophobotulus	388	196	234	104	177	241	305	337	427	181	721	250	263	404	308	466	112	223	294	167	353	195	178
Thermincola	132	25	178	84	426	122	49	59	101	122	61	86	73	57	58	29	66	49	93	41	53	73	148
Acetoanaerobium	72	29	54	35	21	72	38	32	41	80	32	33	54	55	55	33	87	40	140	64	185	93	122
Clostridioides	41015	27152	86052	28034	74614	52446	47862	47639	35438	33905	53655	49032	41295	53835	21841	48580	33007	37879	65222	42707	46406	37438	49755
Filifactor	79	335	534	88	147	253	233	256	122	76	503	173	223	256	214	456	95	188	545	435	861	104	111
Paeniclostridium	60	41	554	49	268	207	203	202	403	59	268	82	228	247	69	93	52	594	913	164	909	96	224
Peptoclostridium	377	99	395	177	174	634	188	407	266	443	216	426	407	459	215	317	152	329	361	144	446	402	522
Acutalibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ethanoligenens	2851	968	5994	1209	3175	3790	2871	2778	1791	1631	4292	2489	2627	2639	1121	1474	4017	2806	2472	2991	1163	2982	2532
Faecalibacterium	51193	16366	124565	25764	29569	103533	52244	83683	43234	73485	64475	46535	61568	44028	19161	34397	72877	77669	69113	35673	32589	62261	46481
Flavonifractor	56717	16819	93532	44596	116014	69914	78541	49621	52358	66129	77788	35834	44955	94011	15162	18276	83177	49732	53224	52530	19667	46753	74330
Ruminococcus	12814	6244	23538	7622	25268	26021	10634	20344	11537	9859	14630	14175	18324	13639	8265	8781	17352	13375	16364	11423	10922	15448	17920
Symbiobacterium	544	245	1723	370	376	1055	741	645	351	403	1288	657	731	832	170	436	1374	504	421	894	183	875	554
Syntrophomonas	817	158	1128	102	385	462	552	570	394	264	161	584	269	622	329	89	686	800	445	757	57	156	203
Syntrophothermus	48	10	90	221	51	27	25	29	38	37	37	99	50	66	15	30	17	35	56	12	16	45	12
Intestinimonas	84387	38843	279313	134243	36300	363801	381561	210844	111606	156978	96453	103611	136337	175358	85108	173354	154020	80975	179555	267066	132941	96782	116295
Monoglobus	5690	1688	16166	3976	21200	13507	9335	6933	6982	10911	11799	9443	9121	10776	3014	3484	5298	5203	9368	7004	9378	12724	16612
Halanaerobium	39	8	44	32	29	117	25	41	60	55	25	23	38	21	7	18	20	50	77	49	34	71	89
Halothermothrix	58	67	68	29	55	97	74	85	53	40	104	50	17	187	161	85	24	50	151	43	123	37	77
Acetohalobium	20	5	45	6	4	14	22	5	11	37	18	14	26	10	5	1	21	10	14	19	4	37	99
Halobacteroides	11	4	36	4	16	12	10	9	22	5	51	41	13	9	13	14	3	16	18	6	5	43	30
Natranaerobius	24	8	36	3	127	32	9	11	24	25	53	25	22	14	3	6	13	15	16	25	5	28	46
Ammonifex	64	65	203	70	120	77	149	147	60	49	240	287	106	130	50	101	192	31	172	102	69	160	158
Caldanaerobacter	117	13	380	30	204	115	21	37	126	44	293	207	101	174	66	117	42	20	182	141	79	143	100
Carboxydothermus	19	13	13	9	5	29	15	19	11	9	192	12	18	9	7	5	29	7	16	10	5	27	10
Moorella	511	169	1059	182	269	419	633	536	289	317	231	687	267	559	194	85	592	572	450	721	78	276	399
Tepidanaerobacter	70	3	172	48	171	106	86	259	28	34	158	150	83	182	11	48	42	18	47	103	11	102	80
Thermacetogenium	99	56	386	218	54	113	145	94	110	115	171	124	125	160	96	42	110	130	168	173	67	119	257
Thermanaeromonas	174	12	104	26	13	52	25	38	61	122	31	43	45	47	19	8	56	25	62	33	9	51	70
Thermoanaerobacter	117	58	168	40	504	212	56	90	119	91	32	46	133	156	29	50	78	77	211	221	182	158	197
Caldicellulosiruptor	155	82	206	151	760	497	151	149	170	210	206	129	244	125	68	72	120	126	288	150	169	214	238
Thermoanaerobacterium	850	207	1206	73	403	399	635	658	341	320	234	577	449	597	357	66	624	745	568	704	188	255	230
Thermosediminibacter	708	249	1612	200	469	921	836	1316	744	468	705	808	467	727	536	155	1708	1424	682	1162	260	553	316
Mahella	310	165	675	90	580	796	322	300	143	120	482	430	357	929	100	132	167	62	190	791	61	176	374
Thermodesulfobium	47	4	22	10	15	44	15	14	26	31	8	24	98	32	24	15	20	44	17	37	30	75	48
Erysipelatoclostridium	0	1	0	0	1	3	0	1	1	0	1	2	3	3	3	0	10	18	1	0	0	0	2
Erysipelothrix	572	142	956	68	365	392	857	508	415	301	226	511	248	458	241	279	587	690	969	684	107	808	655
Faecalibaculum	436	215	779	286	493	651	773	405	402	545	633	513	574	644	243	664	238	581	665	667	158	566	717
Faecalitalea	15916	2177	21536	3200	69206	18695	7232	8377	11035	8358	4242	3911	3309	13663	3311	4521	9299	8203	8498	6879	8440	11189	19287
Turicibacter	366	172	1231	202	295	822	591	958	329	437	599	378	1895	2524	752	537	186	628	1287	494	383	337	890
Limnochorda	254	166	575	238	208	464	592	518	309	433	561	346	527	408	725	256	279	338	387	388	163	383	555
Acidaminococcus	26618	2063	3318	4194	16072	2842	3008	4107	1759	3183	2580	4239	3810	11627	53465	14167	2836	2603	7478	2002	1462	8099	12581
Megamonas	135	98	110	73	80	128	101	117	49	200	90	127	216	192	80	109	77	117	173	112	49	431	262
Selenomonas	3153	1644	5898	3331	2227	3408	3766	3421	2020	3006	3708	5121	3614	4824	2012	1736	2339	2510	3292	3837	1035	3742	3549
Pelosinus	514	282	371	160	241	199	385	549	166	429	285	193	688	436	288	254	71	202	350	262	139	1096	519
Dialister	262	105	902	162	374	409	521	468	205	293	351	581	267	369	138	204	220	136	342	389	105	310	436
Megasphaera	92151	2150	5520	13469	16716	3958	9304	3685	31816	11292	7093	122941	6998	95849	32204	16233	11408	3894	12084	2236	3822	9161	19125
Negativicoccus	184	82	243	72	88	201	138	310	154	120	111	132	193	139	144	105	49	195	124	122	150	251	123
Veillonella	1002	299	1889	1133	598	282	788	263	1027	304	649	675	542	1272	409	362	919	851	2207	620	168	645	606
Ezakiella	39	12	47	16	78	34	18	61	29	19	19	52	49	32	8	1	9	24	45	51	6	37	44
Gottschalkia	304	41	118	15	170	147	86	118	129	50	81	161	159	135	97	71	183	46	159	46	160	150	71
Anaerococcus	68	38	103	29	64	69	120	56	54	45	41	59	108	70	19	49	31	35	85	78	82	106	99
Finegoldia	81	33	76	23	136	61	149	75	59	84	202	99	83	149	24	52	137	59	92	49	115	55	109
Murdochiella	321	156	562	352	420	435	345	321	927	173	340	337	282	533	235	316	137	215	384	231	509	315	405
Parvimonas	651	20	88	39	73	122	52	55	103	108	64	124	95	69	18	47	75	30	57	50	256	100	67
Peptoniphilus	165	19	161	78	118	37	18	28	111	40	39	101	62	186	29	43	8	41	146	22	62	156	60
Ndongobacter	281	85	853	280	221	380	223	564	438	303	726	344	716	606	185	251	660	430	367	216	231	421	282
Fusobacterium	566	1148	2724	3137	1772	554	273	334	1258	357	185	438	417	550	8567	87692	1916	1772	9688	740	9420	352	704
Ilyobacter	31	39	26	508	69	17	51	19	164	87	70	81	65	106	68	325	47	52	166	11	25	34	50
Leptotrichia	142	28	161	53	567	146	47	90	105	58	104	61	122	78	29	39	92	85	78	55	141	100	136
Sebaldella	9	0	6	12	35	25	12	48	17	38	14	22	28	98	17	17	12	14	21	17	44	55	46
Sneathia	4	8	66	14	28	10	3	6	6	20	34	17	48	10	1	15	3	12	34	45	20	19	11
Streptobacillus	46	13	79	25	38	31	60	274	240	300	36	17	104	12	6	16	35	34	27	20	7	9	29
Gemmatimonas	167	126	450	203	84	405	392	273	113	176	521	200	124	184	132	165	126	177	128	196	100	195	248
Gemmatirosa	291	70	386	238	213	400	284	302	178	154	558	259	310	245	152	229	779	218	116	299	247	334	151
Ignavibacterium	25	47	16	11	14	16	9	9	55	58	3	56	50	24	5	8	8	56	39	28	6	30	14
Melioribacter	115	47	130	101	490	154	38	146	79	123	27	26	70	46	44	22	80	28	64	53	30	139	133
Kiritimatiella	281	143	187	530	136	203	290	234	284	476	193	192	254	299	145	60	298	433	350	384	75	182	318
Leptospirillum	41	53	109	20	68	75	138	96	44	47	147	81	188	30	51	98	70	50	60	21	68	48	45
Nitrospira	523	150	381	212	146	497	280	595	525	136	522	229	247	694	420	694	546	449	234	306	545	568	280
Thermodesulfovibrio	20	23	179	10	31	47	2	26	105	34	38	13	59	16	14	12	6	8	28	15	9	29	30
Phycisphaera	59	19	123	125	63	90	136	120	83	151	114	190	151	88	45	30	31	61	52	115	33	183	124
Candidatus Kuenenia	103	33	185	36	66	368	81	75	22	101	315	86	166	57	14	58	450	78	73	177	21	177	118
Gemmata	96	66	292	197	140	125	177	148	149	193	228	164	330	172	572	82	64	144	205	212	76	258	297
Isosphaera	92	23	114	82	46	52	126	48	52	84	41	115	59	109	36	109	85	102	52	81	11	62	96
Paludisphaera	151	30	56	205	43	93	49	59	85	46	139	220	85	94	10	61	155	68	75	74	35	270	139
Singulisphaera	24	15	206	29	29	93	39	23	32	23	106	43	78	55	26	51	10	32	40	58	60	76	49
Fuerstia	163	40	126	54	96	65	80	40	45	64	41	147	87	93	478	151	74	37	30	83	39	47	163
Pirellula	132	18	120	78	100	113	213	143	114	59	37	87	107	123	159	18	28	140	131	106	18	123	124
Planctomyces	284	103	234	404	275	401	319	514	258	208	500	228	329	245	126	193	721	316	172	308	196	409	259
Planctopirus	235	27	62	63	54	110	316	227	171	111	93	100	129	94	144	51	113	119	83	76	20	125	70
Rhodopirellula	161	28	122	57	179	69	174	183	76	51	22	65	75	170	206	54	39	163	59	143	15	83	154
Rubinisphaera	128	18	61	59	98	123	99	109	52	326	30	32	71	129	16	11	30	106	28	128	14	174	257
Thermogutta	252	25	83	155	173	74	134	214	142	58	32	35	61	257	44	25	46	242	67	187	5	164	190
Acidithiobacillus	161	92	598	164	172	516	231	372	159	109	204	482	293	230	96	126	46	247	238	184	121	108	295
Candidatus Puniceispirillum	25	4	47	139	27	30	15	25	16	65	17	10	35	83	8	8	21	33	19	20	1	41	66
Micavibrio	25	14	221	91	29	59	34	24	65	96	58	71	131	64	27	30	22	44	71	21	23	60	87
Phreatobacter	86	14	106	143	57	94	70	52	51	81	36	46	45	113	33	82	96	35	119	45	6	60	103
Polymorphum	131	29	179	31	59	139	183	81	28	167	263	90	216	94	28	47	52	49	100	118	22	62	79
Asticcacaulis	33	34	68	81	42	77	24	28	32	51	51	33	52	35	51	63	14	25	72	20	59	86	71
Brevundimonas	239	138	627	219	125	481	372	316	220	201	387	333	389	246	128	160	265	173	512	317	100	312	248
Caulobacter	226	167	574	427	239	423	672	676	290	523	684	725	504	394	300	300	809	300	593	353	275	625	604
Phenylobacterium	302	81	331	173	89	382	236	287	171	147	304	185	199	198	100	132	499	193	324	153	82	248	142
Candidatus Nucleicultrix	2	3	5	19	2	1	0	11	14	9	0	0	12	3	3	14	1	2	6	11	14	10	2
Candidatus Paracaedibacter	33	19	101	11	9	37	21	34	10	43	8	39	46	39	15	34	13	13	32	15	17	39	39
Magnetococcus	158	75	53	137	34	172	68	109	68	53	41	264	170	84	277	195	32	115	147	74	120	64	94
Parvularcula	44	8	37	24	29	24	27	26	44	28	91	7	79	30	1	23	97	25	10	39	19	86	18
Candidatus Pelagibacter	63	11	34	11	47	32	21	43	69	15	34	195	46	23	71	26	17	111	143	36	41	27	39
Candidatus Fonsibacter	439	21	17	17	63	120	53	237	26	27	20	217	110	174	3	42	13	14	27	15	74	74	13
Aureimonas	36	12	83	24	16	69	41	22	37	32	219	32	114	37	9	48	243	20	55	42	24	162	38
Martelella	165	42	324	201	103	375	113	191	149	227	210	346	451	174	58	103	263	92	330	343	62	459	202
Bartonella	110	57	254	138	147	276	109	337	152	255	211	201	341	107	148	112	82	162	290	108	77	318	90
Beijerinckia	6	11	227	41	24	22	6	20	33	15	23	17	37	26	34	17	0	25	48	10	24	15	13
Methylocella	56	7	97	20	33	41	89	40	30	36	310	55	222	34	20	63	485	26	35	56	33	236	66
Afipia	22	9	85	16	5	66	13	123	54	121	38	35	212	24	39	8	16	89	142	25	20	97	29
Bosea	377	154	734	338	218	496	450	362	371	362	649	310	733	456	156	292	883	254	498	447	267	566	372
Bradyrhizobium	1921	454	2008	1131	1283	1816	1226	1366	1164	1229	2000	1509	1737	2244	1131	2317	1448	1175	1174	1295	1823	1267	1524
Nitrobacter	40	15	59	62	44	42	115	59	21	39	152	42	73	78	64	126	48	15	78	41	31	82	51
Oligotropha	103	11	55	237	62	53	70	119	67	100	90	27	44	136	61	30	49	56	25	41	66	50	92
Rhodopseudomonas	367	108	735	478	202	598	277	700	257	237	329	418	195	261	193	264	148	377	274	464	305	291	468
Variibacter	41	10	170	45	45	35	91	85	83	122	51	95	249	43	84	32	17	64	166	99	26	72	38
Brucella	88	24	264	214	25	80	22	50	41	67	210	32	50	160	492	137	25	32	53	23	64	144	173
Ochrobactrum	530	48	289	355	101	358	88	85	201	215	170	140	281	183	87	93	73	103	401	236	140	293	210
Chelatococcus	88	135	171	150	85	259	205	342	169	72	384	129	175	75	167	154	427	210	113	127	205	306	220
Breoghania	56	24	69	122	37	49	76	42	31	64	129	30	96	90	41	99	84	26	43	82	29	76	43
Cohaesibacter	57	50	96	72	175	41	147	151	132	34	143	61	169	109	49	25	37	29	36	60	49	124	85
Blastochloris	46	21	220	54	27	95	51	32	25	13	199	59	22	64	36	6	38	43	40	39	18	31	41
Devosia	247	67	263	1360	102	216	256	273	88	497	274	632	329	335	124	152	323	89	163	228	84	416	476
Filomicrobium	110	42	328	42	92	74	145	150	98	104	32	203	49	217	85	4	204	349	173	261	18	55	26
Hyphomicrobium	537	281	1186	161	424	460	924	910	721	392	317	879	347	905	506	141	1018	1100	739	1085	122	476	299
Maritalea	6	2	15	13	3	16	5	3	8	23	28	3	29	4	3	3	11	25	24	8	1	14	2
Pelagibacterium	15	11	76	140	22	48	53	32	34	49	52	67	28	21	72	19	11	38	72	19	16	103	32
Rhodomicrobium	49	12	45	54	13	46	88	45	47	42	64	39	32	120	40	122	40	25	32	24	26	140	54
Rhodoplanes	82	58	308	30	37	120	66	138	36	10	196	185	75	51	32	21	8	59	59	104	43	53	134
Methylobacterium	1165	359	1241	1516	310	606	829	423	560	610	1147	769	895	1838	705	1532	1188	931	712	1078	1662	1112	928
Methylorubrum	161	25	147	576	42	151	231	231	124	475	127	511	325	216	100	72	74	75	152	101	89	250	311
Microvirga	106	57	215	138	108	179	291	278	307	176	199	165	346	151	80	124	160	137	215	144	90	112	155
Methylocystis	73	34	293	68	103	137	143	151	83	113	316	193	101	133	48	64	121	66	110	115	53	89	329
Methylosinus	27	12	68	144	41	15	25	79	10	58	92	53	18	79	18	11	8	3	28	13	12	21	62
Aminobacter	63	30	111	183	62	108	116	55	88	135	81	50	106	67	442	50	40	49	151	41	36	51	270
Chelativorans	24	10	73	42	19	28	43	18	31	43	32	29	53	28	8	7	17	9	52	48	15	45	56
Hoeflea	40	23	203	49	32	85	49	31	62	35	160	33	75	51	32	42	36	90	81	48	22	72	51
Mesorhizobium	1051	320	963	692	325	655	630	661	537	438	1025	797	654	1158	797	1055	290	687	461	900	974	713	740
Nitratireductor	263	46	155	195	56	305	143	127	214	108	129	124	289	111	72	105	105	128	220	75	48	172	165
Phyllobacterium	93	21	134	24	57	25	70	59	47	72	116	40	60	69	31	16	25	49	73	58	19	122	60
Agrobacterium	320	144	587	421	451	530	586	330	453	396	861	614	362	499	211	181	380	297	406	323	133	472	449
Ensifer	161	96	277	71	74	203	152	103	149	153	195	92	255	152	127	113	47	143	246	142	55	227	205
Liberibacter	11	3	36	54	7	44	19	14	10	11	14	34	33	11	19	7	18	41	41	7	35	17	8
Neorhizobium	89	70	361	98	131	244	129	216	146	89	230	228	139	283	38	111	245	73	241	158	73	178	169
Rhizobium	1162	645	2555	1630	1420	2279	1179	1832	1600	1101	2280	1483	1485	1662	1125	750	1341	1267	1351	1420	803	1710	1648
Shinella	42	15	154	57	29	418	42	49	44	22	272	61	49	74	25	11	20	75	90	82	72	56	54
Sinorhizobium	276	181	687	630	400	490	513	677	253	669	802	1028	860	620	298	319	238	330	609	609	274	456	887
Anderseniella	18	47	173	68	9	28	95	42	18	25	79	65	52	43	31	90	4	49	47	22	26	46	79
Candidatus Phaeomarinobacter	60	78	124	76	8	44	107	47	111	48	88	179	64	83	37	94	84	54	275	8	25	63	120
Parvibaculum	416	136	948	73	348	431	736	800	375	297	99	594	211	589	397	25	767	895	506	840	21	123	117
Azorhizobium	135	87	235	269	76	376	91	363	294	249	80	175	299	79	151	57	24	345	197	192	176	156	251
Pseudolabrys	26	17	139	17	20	90	66	129	93	32	15	143	50	28	3	22	57	44	24	47	29	27	135
Starkeya	41	29	73	67	42	176	129	77	16	58	258	68	79	59	36	89	149	57	62	145	28	91	53
Xanthobacter	82	36	139	60	76	101	187	128	46	108	77	109	230	148	71	36	15	60	149	35	30	83	80
Hartmannibacter	79	66	161	121	30	276	67	273	174	118	153	89	70	204	133	52	64	188	121	57	128	141	154
Methyloceanibacter	33	50	157	59	72	144	102	75	24	51	79	128	53	127	43	75	44	66	55	132	55	63	131
Pseudorhodoplanes	76	18	60	83	11	23	135	42	7	123	35	31	32	54	19	11	93	6	21	59	23	33	23
Hirschia	5	4	50	36	15	20	32	65	8	2	0	33	12	10	10	2	27	36	48	38	3	37	4
Hyphomonas	172	39	308	547	96	209	241	213	87	539	105	709	245	464	94	128	50	65	136	102	59	319	333
Maricaulis	20	10	48	12	31	60	14	13	70	30	26	10	23	24	121	12	7	12	12	24	6	45	25
Antarctobacter	24	11	179	166	28	5	17	36	24	90	31	32	80	49	11	10	15	26	64	33	8	48	117
Brevirhabdus	83	22	91	57	16	63	119	39	24	99	77	58	55	61	5	32	68	12	61	84	40	48	49
Celeribacter	90	25	270	93	110	195	101	169	187	104	131	172	146	156	107	128	54	143	201	193	72	107	152
Confluentimicrobium	41	22	169	87	22	44	44	9	51	80	62	32	64	45	30	55	13	31	51	127	63	57	51
Defluviimonas	75	8	72	132	42	158	67	16	35	49	82	29	69	41	19	123	59	61	83	19	38	75	48
Dinoroseobacter	13	8	161	134	18	59	18	32	15	18	61	36	47	78	36	14	10	50	36	147	15	36	69
Epibacterium	97	55	17	68	72	15	283	16	29	14	66	1	45	217	171	61	47	45	56	48	19	106	90
Gemmobacter	120	55	59	30	14	20	92	32	14	22	78	64	33	18	24	48	6	28	30	35	29	62	51
Halocynthiibacter	5	0	7	14	17	7	6	14	9	10	1	37	11	4	59	0	0	8	3	5	3	11	7
Jannaschia	123	75	189	45	32	303	89	349	162	74	70	139	45	28	104	76	44	248	69	71	117	49	137
Ketogulonicigenium	220	50	108	21	40	51	48	15	35	5	144	16	71	113	102	163	148	78	124	55	190	138	54
Labrenzia	117	47	259	185	47	86	41	58	123	133	60	85	111	147	76	40	74	73	121	155	53	205	93
Leisingera	6	12	38	9	21	128	15	18	9	11	90	29	28	21	0	12	5	6	16	14	0	48	16
Marinovum	29	23	73	25	27	39	42	45	27	13	69	17	34	48	35	41	9	30	30	18	62	38	32
Marivivens	1	4	5	8	8	5	3	6	7	14	1	25	12	8	30	10	3	3	5	4	1	19	14
Octadecabacter	116	30	159	39	486	261	41	270	153	70	65	122	106	76	126	45	81	228	53	211	134	73	166
Pannonibacter	155	85	362	118	55	518	135	492	277	178	261	187	127	168	141	84	96	369	165	221	122	221	216
Paracoccus	1538	367	1277	668	429	984	1045	753	530	482	778	773	667	1130	1194	1331	432	785	869	703	920	790	865
Pelagibaca	41	74	124	55	64	173	111	136	106	28	67	120	32	52	71	85	11	121	119	94	92	63	136
Phaeobacter	1353	222	795	133	138	286	452	233	238	180	482	463	411	928	507	1051	143	497	471	291	767	456	509
Pseudovibrio	34	15	63	33	11	28	15	16	31	52	13	37	88	31	50	55	21	33	22	28	37	23	28
Rhodobaca	145	36	159	57	3	189	27	102	24	12	59	28	20	34	5	13	24	80	97	65	15	22	34
Rhodobacter	412	157	521	379	214	452	583	327	204	356	612	529	351	359	158	276	316	255	365	409	213	282	538
Rhodovulum	118	54	179	66	80	279	128	77	53	44	189	116	59	68	84	52	49	66	108	142	58	91	78
Roseibacterium	23	23	16	35	30	46	77	43	21	23	20	34	33	9	32	11	13	14	42	49	13	65	124
Roseobacter	37	8	26	32	33	39	98	61	24	29	72	59	43	23	25	58	74	9	36	71	13	99	48
Roseovarius	211	16	66	26	19	40	114	82	137	12	160	46	128	427	48	68	348	12	33	51	46	143	24
