ID,Parity,Herd,YearSeason,Sex,Dam,Birth_weight,Day_to_115kg,Backfat_thickness,Loin_muscle_area,Lean_percentage
SHD_1321,1,14,171,Female,SHD_1320,1.4,207.95,11.86,42.5,56.26
SHD_1324,4,14,182,Male,SHD_1323,2.1,177.36,9.44,45.82,58.41
SHD_1330,2,12,161,Male,SHD_1329,1.84,179.96,16.4,50.14,57.68
SHD_1331,1,13,134,Male,SHD_543,1.62,203.72,8.34,38.41,55.89
SHD_1332,4,18,182,Female,SHD_956,1.65,169.81,13.78,53.96,60.09
SHD_1338,2,14,174,Male,SHD_1337,1.6,179.3,9.51,43.61,57.52
SHD_1345,3,13,161,Male,SHD_488,1,200.94,16.02,36.99,52.64
SHD_1346,2,13,172,Female,SHD_829,1.75,173.4,12.17,54.88,61.02
SHD_1357,1,13,144,Male,SHD_1170,1.66,173.02,11.22,40.07,55.53
SHD_1369,1,18,152,Female,SHD_404,1.1,195.26,11.11,53.47,60.83
SHD_1373,1,11,183,Male,SHD_1372,1.75,173.66,12.38,45.66,57.32
SHD_1390,2,14,173,Female,SHD_1389,1.35,228.87,12.41,45.32,57.18
SHD_1406,2,10,141,Male,SHD_478,1.64,182.25,14.77,44.01,55.84
SHD_1408,2,17,153,Male,SHD_832,1.48,183.37,11.93,36.94,54.05
SHD_1416,3,16,173,Female,SHD_1415,1.8,188.49,11.94,43.38,56.58
SHD_1421,3,12,181,Male,SHD_1420,2,160.26,11.14,43.64,56.96
SHD_1431,1,16,182,Male,SHD_1430,1.8,192.64,8.23,40.61,56.79
SHD_1440,1,13,163,Female,SHD_1439,1.3,196.59,17,46.3,55.96
SHD_1442,6,17,161,Male,SHD_1441,1.95,170.7,13.07,46.88,57.56
SHD_1449,3,13,183,Male,SHD_1448,1.75,164.63,13.29,44.73,56.64
SHD_1453,1,11,182,Female,SHD_1452,1.55,187.84,11.73,47.26,58.18
SHD_1459,1,17,162,Female,SHD_1134,1.3,187.09,13.07,45.71,57.1
SHD_1460,2,16,142,Male,SHD_1028,1.5,176.81,15.02,46.78,56.84
SHD_1464,1,17,172,Female,SHD_1463,1.8,192.65,16.7,41.65,54.24
SHD_1477,1,15,153,Male,SHD_1476,1.64,171.16,14.58,44.78,56.21
SHD_1484,1,11,183,Male,SHD_1483,1.85,168.17,9.17,44.74,58.08
SHD_1488,3,12,164,Female,SHD_1487,1.5,225.32,12.25,47.33,58.02
SHD_1490,5,14,171,Female,SHD_1489,1.15,204.29,12.96,44.11,56.51
SHD_1496,5,11,162,Female,SHD_1495,1.75,171.66,13.21,48.9,58.3
SHD_1502,1,11,162,Female,SHD_1501,1.8,200.11,10.22,42.52,56.84
SHD_972,1,12,162,Male,SHD_971,2.05,165.32,11.26,43.51,56.87
SHD_1509,4,14,162,Female,SHD_757,1.45,175.82,9.42,38.69,55.62
SHD_1511,3,11,182,Female,SHD_1510,1.6,204.94,9.26,41.31,56.7
SHD_1531,2,11,184,Female,SHD_1530,1.25,230.72,12.2,38.87,54.72
SHD_1538,2,14,181,Female,SHD_1537,1.75,179.2,10.83,45.57,57.83
SHD_1136,4,16,151,Female,SHD_389,2.1,170.93,8.81,38.33,55.69
SHD_1542,5,12,171,Male,SHD_848,1.85,166.99,12.08,44.64,57.03
SHD_1556,4,12,183,Male,SHD_1213,2.3,175.72,7.9,47.49,59.61
SHD_1582,3,12,173,Male,SHD_1581,1.75,182.65,10.96,43.56,56.99
SHD_1588,5,11,153,Male,SHD_1475,1.8,160.5,13.71,38.56,54.07
SHD_1593,2,16,182,Male,SHD_1592,1,204.07,9.18,45.79,58.49
SHD_1605,2,15,181,Female,SHD_1448,1.75,173.3,7.99,50.65,60.82
SHD_1609,2,14,181,Male,SHD_1448,1.7,199.21,9.91,41.41,56.52
SHD_1612,1,18,173,Male,SHD_1611,2,173.76,10.51,43.93,57.3
SHD_1634,2,17,173,Male,SHD_1633,1.45,162.91,12.56,42.7,56.1
SHD_1659,2,2,183,Male,SHD_863,1.9,192.38,9.16,42.29,57.12
SHD_1668,1,12,161,Female,SHD_782,1.36,183.17,12.96,42.74,55.97
SHD_1672,1,16,152,Female,SHD_472,1.9,201.87,9.7,44.83,57.93
SHD_1673,4,18,171,Female,SHD_1018,1.2,177.55,10.37,47.86,58.89
SHD_1677,2,14,162,Female,SHD_588,2.1,178.59,10.02,46.6,58.52
SHD_1682,1,6,151,Female,SHD_1681,2.44,162.39,13.63,43.92,56.2
SHD_1702,1,17,143,Female,SHD_925,1.74,185.51,18.25,46.35,55.54
SHD_1715,4,11,162,Female,SHD_1714,1.45,201.76,13.97,46.53,57.11
SHD_1718,2,13,153,Male,SHD_1388,2.12,165.61,11.75,34.9,53.32
SHD_1719,2,18,171,Male,SHD_1415,1.6,203.03,12.71,39.96,54.97
SHD_1720,6,18,153,Female,SHD_412,1.8,192.79,10.44,39.43,55.55
SHD_1721,3,14,181,Female,SHD_978,1.8,196.92,11.87,46.99,58.02
SHD_1727,2,16,142,Female,SHD_1726,1.85,184.76,13.22,51.9,59.48
SHD_1732,1,13,162,Male,SHD_1731,1.65,188.33,9.72,43.35,57.34
SHD_1737,1,11,173,Male,SHD_1736,1.5,179.46,9.68,45.36,58.15
SHD_1742,1,12,172,Female,SHD_1741,1.55,173.87,14.48,41.74,55.05
SHD_1748,3,16,163,Male,SHD_1747,1.75,156.74,11.88,46.01,57.63
SHD_1752,1,13,171,Female,SHD_1272,1.55,187.55,11.52,47.72,58.43
SHD_1758,5,13,171,Male,SHD_1757,1.4,167.04,18.6,45.69,55.16
SHD_1760,1,9,171,Male,SHD_1759,1.35,181.74,13.74,37,53.44
SHD_1761,2,13,153,Female,SHD_937,1.52,160.13,19.65,49.51,56.29
SHD_1764,1,18,184,Female,SHD_1763,1.2,221.35,13.25,44.23,56.46
SHD_1766,4,14,172,Male,SHD_1419,1.7,192.33,9.71,44.22,57.69
SHD_1768,1,6,181,Male,SHD_1767,1.4,179.54,10.2,36.4,54.45
SHD_1790,1,14,182,Male,SHD_1789,1.95,174.58,12.02,43.04,56.42
SHD_1792,2,18,173,Female,SHD_421,1.1,223.68,9.38,38.67,55.62
SHD_1796,4,12,162,Female,SHD_292,2.1,192.38,10.99,43.3,56.88
SHD_1799,6,16,172,Female,SHD_1394,2.35,188.49,9.84,46.48,58.53
SHD_1809,3,16,163,Male,SHD_920,1.3,193.75,15.15,44.55,55.92
SHD_1818,3,18,161,Male,SHD_1817,2,165.38,14.81,56.97,60.91
SHD_1823,2,7,151,Male,SHD_523,1.1,188.49,14.46,40.96,54.75
SHD_1826,1,11,183,Male,SHD_1825,1.95,174.58,8.84,36.42,54.93
SHD_1833,1,16,163,Male,SHD_1614,2,160.14,13.3,45.28,56.85
SHD_1839,3,14,174,Male,SHD_1754,1.35,178.65,8.98,40.36,56.43
SHD_1850,1,15,163,Female,SHD_1849,1.8,197.39,11.75,48.83,58.79
SHD_1854,2,11,183,Male,SHD_1853,1.65,174.56,9.87,41.97,56.75
SHD_1855,6,16,161,Male,SHD_709,2.3,154.9,12.17,41.29,55.68
SHD_1858,2,17,153,Male,SHD_832,1.08,178.21,12.79,39.85,54.9
SHD_1859,3,18,174,Male,SHD_969,1.6,156.55,10.88,44.55,57.41
SHD_1882,2,11,161,Male,SHD_622,2.84,162.15,14.48,55.53,60.46
SHD_1902,4,11,171,Male,SHD_742,1.8,194.3,12.46,47.84,58.15
SHD_1903,2,18,173,Female,SHD_1057,1.85,195.61,8.52,43.54,57.84
SHD_1911,2,18,174,Male,SHD_1032,1.3,175.05,8.52,47.26,59.3
SHD_1912,1,16,163,Female,SHD_1614,1.7,169.87,15.26,43.76,55.57
SHD_1913,3,18,143,Male,SHD_375,1.9,192.67,10.4,47.97,58.92
SHD_1920,2,14,173,Male,SHD_978,2.15,161.38,10.89,49.65,59.41
SHD_1925,3,13,153,Female,SHD_390,1.16,183.14,13.4,41.39,55.29
SHD_1325,3,18,143,Female,SHD_317,1.62,170.63,20.37,39.88,52.26
SHD_1926,2,14,171,Female,SHD_1610,1.4,209.22,9.69,44.66,57.87
SHD_1931,2,16,184,Female,SHD_1409,1.5,197.6,13.36,40.64,55.01
SHD_1938,1,12,162,Female,SHD_1937,1.05,201.66,12.18,41.53,55.77
SHD_1943,3,18,161,Male,SHD_643,2.2,170.37,11.87,58.84,62.68
SHD_1944,4,2,182,Female,SHD_1386,1.8,194.54,10.64,50.91,59.99
SHD_1945,2,18,141,Male,SHD_361,1.94,167.35,12.45,52.19,59.86
SHD_1955,4,16,151,Male,SHD_418,2.1,179.41,10.81,36.11,54.12
SHD_1956,6,13,171,Male,SHD_925,1.25,197.75,16.35,40.3,53.83
SHD_1968,2,14,161,Male,SHD_1197,1.2,211,18.53,30.94,49.39
SHD_1982,3,10,174,Male,SHD_475,1.9,154.48,12.66,48.18,58.21
SHD_1983,4,16,151,Female,SHD_375,1.68,202.84,12.07,38.89,54.77
SHD_1985,1,18,182,Male,SHD_1781,1.8,190.9,10.64,51.51,60.23
SHD_1987,6,12,171,Male,SHD_1360,1.15,190.57,12.08,40.74,55.49
SHD_1992,3,11,153,Female,SHD_682,1.64,167.07,17.18,45.78,55.69
SHD_1994,1,18,161,Female,SHD_1993,1.36,225.44,11.17,48.45,58.84
SHD_2006,1,12,171,Male,SHD_1971,1.5,168.57,9.96,44.25,57.61
SHD_2008,1,12,174,Female,SHD_2007,1.2,197.55,7.73,43.88,58.25
SHD_2009,4,16,163,Female,SHD_922,1.85,178.39,13.15,48.32,58.1
SHD_1817,2,16,142,Female,SHD_371,2.1,162.74,14.63,50.07,58.27
SHD_2016,2,18,163,Male,SHD_683,1.2,179.33,13.29,43.86,56.3
SHD_2029,2,15,172,Female,SHD_2028,1.5,177.5,11.63,47.23,58.2
SHD_2030,5,12,183,Female,SHD_394,1.8,179.46,10.64,50.21,59.72
SHD_2040,2,14,161,Male,SHD_1197,0.6,189.85,11.41,32.86,52.63
SHD_2043,2,18,152,Male,SHD_454,2.6,178.18,12.73,45.06,56.96
SHD_2049,3,18,182,Male,SHD_2048,1.35,167.28,10.4,41.53,56.39
SHD_2064,1,11,162,Male,SHD_2063,0.95,186.27,12.42,40.23,55.17
SHD_2066,4,11,162,Female,SHD_1286,1.6,198.06,12.38,45.9,57.42
SHD_2073,1,13,152,Male,SHD_2072,1.52,164.49,11.63,43.59,56.77
SHD_2077,3,15,172,Male,SHD_657,1.9,175.4,11.3,42.57,56.49
SHD_2080,1,11,162,Male,SHD_2079,1.9,165.47,13.66,43.7,56.1
SHD_2081,1,17,153,Female,SHD_1757,1.4,212,12.62,44.26,56.69
SHD_2082,6,18,161,Male,SHD_610,1.24,190.67,13.34,53.49,60.06
SHD_2092,1,13,134,Male,SHD_284,1.82,186.41,10.66,41.59,56.32
SHD_2098,2,18,173,Male,SHD_2097,1.95,214.65,13.17,39.57,54.65
SHD_2099,3,18,184,Male,SHD_1173,1.3,191.82,8.84,36.6,55
SHD_2100,4,12,183,Male,SHD_927,2.35,196,8.24,40.56,56.77
SHD_2102,2,13,161,Male,SHD_2101,1.2,174.14,13.98,41,54.93
SHD_2105,3,14,181,Male,SHD_2104,0.95,176.83,12.07,32.36,52.21
SHD_2110,3,12,162,Female,SHD_1325,1.5,176.57,15.53,41.39,54.54
SHD_2113,2,16,142,Female,SHD_547,1.9,164.22,14.33,44.12,56.03
SHD_1417,1,16,161,Female,SHD_787,1.25,185.45,13.79,53.05,59.73
SHD_2117,2,16,184,Male,SHD_2116,1.2,199.65,11.04,38.76,55.08
SHD_2120,2,12,184,Female,SHD_2119,1.7,200.71,12.06,48.98,58.74
SHD_2124,3,16,182,Female,SHD_1409,1.7,186.95,10.6,40.13,55.77
SHD_2134,2,18,173,Male,SHD_2122,1.35,187.56,10.05,42.93,57.06
SHD_2142,1,16,143,Female,SHD_698,1.46,190.18,13.49,42.72,55.78
SHD_2160,1,13,163,Male,SHD_2159,1.7,181.95,10.97,42.37,56.52
SHD_2161,6,18,154,Male,SHD_284,1.36,201.84,14.58,41.79,55.03
SHD_2166,3,15,164,Male,SHD_376,1.52,197.44,15.82,38.82,53.43
SHD_2169,1,18,163,Male,SHD_1871,1.85,168.08,11.68,42.18,56.2
SHD_2177,1,13,144,Female,SHD_1170,1.66,187.68,12.04,44.05,56.81
SHD_2194,4,2,182,Female,SHD_2193,1.4,194,12.3,43.5,56.5
SHD_2198,1,15,181,Male,SHD_2197,1.75,164.92,10.13,46.55,58.46
SHD_2199,2,15,153,Female,SHD_604,1.6,186.67,15.59,46.52,56.54
SHD_2203,1,14,161,Male,SHD_461,1.6,164.68,11.22,41.58,56.12
SHD_2204,1,12,171,Male,SHD_1507,2.05,173.1,12.59,42.77,56.11
SHD_2205,3,18,143,Male,SHD_291,2.36,183.09,6.71,43.39,58.41
SHD_2207,5,18,163,Female,SHD_682,1.9,170.87,12.17,43.29,56.46
SHD_2213,2,15,171,Female,SHD_2212,2.2,174.77,12.59,49.89,58.91
SHD_2217,1,13,152,Female,SHD_2137,1.28,179.92,10.19,50.36,59.93
SHD_2218,4,2,182,Male,SHD_2086,1.9,188.04,11.5,44.13,57.03
SHD_2223,2,14,173,Male,SHD_2222,1.3,173.74,12,47.07,58.01
SHD_605,2,17,153,Male,SHD_604,1.84,155.86,17.68,42.03,54.04
SHD_2226,1,14,181,Female,SHD_2225,1.9,188.12,15.24,42.8,55.2
SHD_2230,3,17,152,Male,SHD_1432,2.32,177.03,12.46,41.65,55.72
SHD_2235,1,11,171,Female,SHD_2234,1.05,207.31,12.3,43.71,56.58
SHD_2240,4,14,181,Male,SHD_1415,2.05,177.26,9.31,43.93,57.71
SHD_2245,3,15,171,Male,SHD_1134,1.65,162.88,15.66,45.52,56.12
SHD_2250,2,16,142,Male,SHD_547,2.3,156.42,9.74,40.03,56.03
SHD_2253,1,16,174,Female,SHD_2252,1.2,208.33,17.36,42.61,54.38
SHD_2256,5,16,173,Female,SHD_1661,1.45,198.15,9.54,45.17,58.12
SHD_2258,1,17,173,Male,SHD_2257,1.7,168.52,10.52,47.47,58.68
SHD_2266,4,16,154,Male,SHD_478,1.26,194.5,11.54,37.37,54.36
SHD_2267,2,12,173,Female,SHD_1168,1.55,186.74,14.6,47.46,57.25
SHD_2269,5,13,182,Female,SHD_1096,1.85,170.57,12.85,46.57,57.51
SHD_2274,3,17,172,Male,SHD_1501,1.85,182.55,10.32,42.33,56.73
SHD_2275,2,18,173,Male,SHD_421,1.85,201.84,7.67,36.62,55.42
SHD_2276,4,18,154,Male,SHD_328,1.8,186.56,13.37,34.52,52.6
SHD_2278,5,13,163,Male,SHD_587,1.2,203.42,9.49,38.47,55.51
SHD_2285,3,18,161,Female,SHD_2284,1.8,176.93,12.81,62.9,63.94
SHD_2289,4,17,154,Female,SHD_617,1.48,213.94,11.17,35.88,53.9
SHD_2298,2,17,163,Female,SHD_1690,1.65,199.43,9.53,53.48,61.39
SHD_2299,5,12,174,Male,SHD_838,1.7,183.8,7.82,47.52,59.65
SHD_2301,4,14,151,Female,SHD_371,1.3,186.94,14.01,36.53,53.17
SHD_2302,1,14,164,Male,SHD_1711,1.32,198.84,11.38,51.36,59.91
SHD_2303,6,18,153,Male,SHD_610,1.72,165.91,14.29,43.76,55.91
SHD_2304,3,14,171,Male,SHD_974,1.6,164.01,12.4,52.02,59.81
SHD_2305,2,16,184,Female,SHD_516,1.6,187.84,13.8,38.42,53.98
SHD_2306,1,13,161,Male,SHD_892,2.2,159.93,13.5,44.49,56.47
SHD_2309,4,17,154,Female,SHD_2308,1.48,196.82,11.7,42.61,56.36
SHD_2314,2,16,173,Female,SHD_1973,1.9,181.43,13.55,47.06,57.46
SHD_2323,5,15,171,Female,SHD_1683,1.35,203.26,11.09,46.85,58.24
SHD_2328,1,11,171,Male,SHD_2327,1.25,174,13.5,41.1,55.14
SHD_2329,2,11,161,Female,SHD_828,1.96,209,12.76,59.45,62.61
SHD_2330,3,17,174,Female,SHD_1295,2.35,188.87,10.26,52.27,60.66
SHD_2331,3,18,163,Male,SHD_859,2.1,180.33,11.09,42.39,56.49
SHD_2345,1,15,182,Female,SHD_2344,2.2,201.35,9.29,48.72,59.6
SHD_2352,1,14,181,Female,SHD_2351,1.45,193.48,11.43,44.66,57.26
